Otu3,Otu6,Otu8,Otu22,Otu23,Otu40,Otu55,Otu61,Otu63,Otu70,Otu92,Otu105,Otu108,Otu112,Otu122,Otu124,Otu145,Otu212,Otu217,Otu290,class
0.006718,0,0.603647,0.00048,0.028791,0.00096,0.069578,0.014875,0.016795,0.013916,0.119962,0.041267,0,0.00048,0,0.024952,0,0.010077,0.010557,0.036948,M
0.006263,0.039666,0,0.002088,0.004175,0,0,0,0,0,0.008351,0,0.020877,0,0,0,0.914405,0.004175,0,0,F
0.002421,0.075061,0.162228,0.002421,0.05569,0.288136,0.021792,0,0.007264,0.041162,0.106538,0.038741,0.03632,0.002421,0.058111,0.050847,0.007264,0.021792,0.01937,0.002421,F
0.068966,0.000197,0.754483,0.000394,0,0.000394,0,0,0.000788,0,0,0.001576,0.171232,0,0,0,0,0.00197,0,0,M
0,0,0.000495,0.04831,0,0.000165,0.279967,0,0.00066,0.002638,0.581039,0.007585,0.003627,0,0.000165,0.074526,0,0,0,0.000824,F
0.000493,0.005675,0.115223,0.001234,0.028621,0.47397,0,0.00148,0.043671,0.022206,0.1019,0.074266,0,0,0.074266,0,0.006662,0.001974,0.047619,0.00074,M
0,0.037037,0.074074,0.212963,0,0,0.018519,0,0.018519,0.018519,0,0,0,0,0.009259,0,0.601852,0.009259,0,0,M
0,0.092614,0.078709,0.47774,0.000128,0.278224,0.036995,0,0.002551,0,0.010078,0.000255,0.008037,0.00472,0.007399,0,0,0.000255,0,0.002296,M
0,0,0.499004,0.001328,0,0,0.097411,0.008131,0.351477,0,0.002987,0.007136,0,0.016927,0,0,0.013774,0.000332,0.001162,0.000332,M
0,0.000844,0.000422,0.54162,0,0.000281,0.039651,0.161558,0.004078,0.001125,0.017154,0.03473,0,0.012936,0.000141,0.141029,0,0.001125,0.04162,0.001687,F
0.006711,0.47651,0.053691,0,0,0.006711,0,0,0.006711,0,0,0,0,0,0,0.006711,0.167785,0.275168,0,0,F
0,0.003866,0.574742,0.014175,0.076031,0,0,0,0.19201,0,0.050258,0.003866,0.016753,0.014175,0,0,0.002577,0.03866,0.012887,0,F
0.001616,0.365105,0.142165,0.01454,0.017771,0,0.058158,0,0.001616,0,0.012924,0.01454,0.240711,0.009693,0,0,0.017771,0.103393,0,0,F
0.002143,0.06,0,0.002143,0.038571,0.001429,0.001429,0,0.000714,0,0,0,0.869286,0,0,0.000714,0,0.023571,0,0,M
0.151867,0,0.061554,0,0,0,0,0,0.006054,0.030272,0.029768,0,0,0,0,0,0.720484,0,0,0,M
0.000666,0,0.000888,0.001555,0,0.436598,0.024872,0,0.392405,0.000222,0.053298,0.001555,0,0.003553,0.008439,0,0.044637,0,0.029314,0.001999,M
0,0.007568,0.010811,0.552162,0,0.259865,0.128784,0.001081,0.006351,0,0.001216,0.029189,0,0.002027,0,0,0.000135,0.000405,0.000135,0.00027,M
0,0,0,0.000479,0.004074,0.168943,0.420321,0,0.183082,0.014618,0,0.092499,0.036904,0.010304,0.055595,0.001677,0.007189,0.000959,0.00024,0.003115,M
0.00108,0.03455,0.18031,0.560169,0,0,0.002159,0,0.010306,0.00638,0.004908,0.026404,0,0.133392,0.039654,0.000098,0.000491,0.000098,0,0,M
0,0.30512,0.101982,0.000413,0.011561,0,0.000826,0.000413,0,0,0,0.060281,0.504955,0,0,0,0,0.014451,0,0,F
0,0.045872,0,0.027523,0,0.009174,0,0.082569,0.045872,0,0,0,0,0,0,0,0,0.788991,0,0,F
0,0.000274,0.076828,0.149403,0,0.576211,0.000823,0,0.095898,0.020716,0.00096,0.033201,0.032652,0,0.000412,0.001098,0,0.000274,0,0.01125,M
0.000258,0.002837,0.200671,0.52618,0,0.020763,0.073124,0,0.024375,0.002192,0.015605,0.034434,0.006706,0.038819,0,0.040882,0.004127,0,0,0.009028,M
0,0,0.245895,0.215183,0.000304,0.120515,0.040138,0,0.113217,0.001723,0.030306,0.050071,0,0.06568,0.107946,0,0.00152,0.00152,0.002129,0.003852,M
0,0.043893,0.291985,0,0.637405,0.005725,0.009542,0,0,0,0,0,0,0,0,0,0.001908,0.009542,0,0,M
0,0,0.08558,0,0,0,0.479484,0,0,0.180539,0,0.247362,0,0,0,0,0,0,0.007034,0,F
0.01625,0.607884,0.17424,0,0,0.001505,0,0.179657,0,0,0.007222,0.000903,0.000602,0,0.000602,0.010533,0.000602,0,0,0,M
0,0.009615,0,0.057692,0,0,0,0,0,0,0.014423,0,0.240385,0,0,0,0.644231,0.033654,0,0,M
0.43298,0,0.49148,0.000379,0.000379,0.001893,0.001325,0,0.000189,0,0.039947,0.000379,0,0,0,0.014388,0.014388,0.000189,0.002083,0,F
0,0.004824,0.000482,0.000482,0,0.00193,0.13314,0.01206,0.476604,0,0.013989,0.315485,0,0.013989,0,0.000482,0,0,0.007718,0.018813,M
0,0.060824,0.123088,0,0,0.626597,0.00036,0,0.00072,0.009538,0.022674,0.086737,0.00108,0,0.019075,0,0.033111,0.00144,0.00126,0.013496,M
0,0.029492,0.67704,0,0,0,0,0,0.000905,0.000362,0.011037,0.113986,0.058802,0,0,0.077981,0,0,0.029492,0.000905,F
0,0,0,0,0.2,0.05,0,0,0,0,0,0,0.15,0,0,0.05,0,0.1,0.25,0.2,M
0.000736,0.125184,0.454345,0,0.011046,0.005155,0.013991,0.056701,0,0,0.032401,0.022091,0.000736,0,0,0,0.273196,0.002946,0.001473,0,F
0.061765,0.255882,0,0,0,0,0,0,0,0.011275,0,0,0.587745,0.00049,0,0,0.001961,0.009314,0,0.071569,M
0,0.016148,0.000299,0.000598,0.006878,0,0.324761,0.000598,0.042464,0.15939,0.020933,0.19049,0.00628,0.115431,0.04067,0,0.014055,0.000897,0.001196,0.058911,M
0.003779,0.000229,0.075003,0.00126,0.000115,0.343983,0.000687,0.462613,0.09321,0,0.000229,0.003206,0,0.000344,0.011107,0.002176,0.001603,0.000115,0.000115,0.000229,M
0.018425,0.085427,0.00335,0.068677,0.0067,0.068677,0.015075,0.358459,0.055276,0.020101,0,0.0067,0.008375,0.031826,0.0067,0.01005,0.234506,0.001675,0,0,M
0.376083,0,0.012709,0.000578,0.000578,0.000578,0.27383,0,0.131716,0,0,0.098209,0.002889,0.063547,0.001733,0,0.02253,0.005199,0,0.009821,M
0.002597,0.007556,0.26588,0.095868,0.006848,0,0.044156,0.000236,0,0,0.057851,0.039906,0.440378,0.007084,0.031405,0,0,0,0.000236,0,M
0.274878,0,0,0.120888,0,0.000311,0.000415,0.542908,0.032168,0.003217,0.009858,0.003943,0.000623,0,0,0,0.010688,0.000104,0,0,M
0.032787,0.032787,0.065574,0.032787,0.065574,0.032787,0.081967,0.032787,0,0.245902,0,0.114754,0.032787,0,0,0,0.016393,0,0.163934,0.04918,M
0.006575,0.006575,0.381986,0.004602,0,0.04931,0.011834,0.003945,0.051282,0,0.099934,0.004602,0.003945,0.003945,0.000657,0.000657,0.236029,0,0,0.134122,F
0.003378,0,0.279842,0.001689,0.000563,0.005631,0.017455,0.005631,0.052928,0.000563,0.445946,0.037725,0.002815,0.010698,0,0.135135,0,0,0,0,F
0,0.001907,0.097584,0.064209,0,0.002225,0.158614,0.000954,0.01049,0.111252,0.045137,0.157661,0.25302,0,0.017483,0.059441,0.001271,0,0,0.018754,F
0.0024,0.000141,0.416914,0,0,0,0.127206,0.248623,0,0,0.088945,0.006212,0.000988,0.000847,0.001977,0.005224,0.000706,0,0.067344,0.032472,M
0.000539,0.000719,0.280992,0.406396,0.001617,0.012756,0.019583,0,0.054438,0.003414,0.023356,0.031441,0.004492,0.002695,0.003414,0.008444,0.115523,0.00018,0.02641,0.003593,M
0.000107,0,0.065306,0.701826,0.001289,0.06348,0.009667,0,0.061762,0.039635,0.001933,0.014608,0.000322,0.017401,0.011493,0.001719,0.000215,0.001182,0.00043,0.007626,M
0.000432,0.000576,0.045926,0.068961,0,0.28664,0.077311,0.032393,0.404405,0.004319,0.00907,0.010654,0.005039,0.017852,0.022891,0.00907,0.000144,0,0.001728,0.002591,M
0.000409,0.255319,0.0982,0,0,0,0.079787,0,0.000409,0,0.010229,0.002455,0.001637,0,0.008592,0.018003,0.518822,0.003273,0,0.002864,M
0.000172,0.008947,0.052822,0.597041,0.00086,0,0.043014,0.000344,0.000516,0.062113,0,0.144529,0.030798,0.008775,0.002925,0.001376,0.036992,0.00086,0.004129,0.003785,M
0,0.007317,0.001084,0,0.000542,0.200542,0.067751,0,0.461518,0.00271,0.085908,0.125474,0,0,0.020325,0.02439,0,0,0.001897,0.000542,F
0.01182,0,0.023641,0.002364,0.009456,0.004728,0.125296,0,0,0,0,0,0,0,0,0,0,0.822695,0,0,M
0.000768,0.000384,0.037058,0.447773,0.015937,0,0.269201,0.001536,0.110023,0.02381,0.00768,0.06778,0.000576,0.002496,0.000384,0.00096,0,0.007104,0.000576,0.005952,F
0,0.187251,0.075697,0.171315,0,0.095618,0.011952,0.007968,0.039841,0,0.01992,0.007968,0.015936,0,0,0,0.36255,0.003984,0,0,M
0.000244,0.058838,0.054443,0.49707,0,0.184082,0.001465,0,0.018066,0.043701,0.010498,0.050781,0.063477,0.001465,0.01123,0.000977,0,0.001221,0.001221,0.001221,M
0.000663,0,0.012147,0.053445,0.000663,0.706714,0,0.009055,0.060292,0.016343,0.005742,0.003092,0,0,0.087677,0,0.043507,0,0,0.000663,M
0.001094,0.00394,0.342963,0,0.007441,0,0.297002,0.000875,0.050558,0.020573,0.127818,0.049026,0.000438,0,0.084482,0.000657,0,0.008317,0.002189,0.002626,M
0.000947,0.017054,0.099005,0.259593,0,0.049739,0.023212,0.001421,0.41639,0.001421,0.037897,0.018001,0.008053,0.003316,0.002842,0.019422,0.02937,0.000947,0.009474,0.001895,F
0,0.022274,0.119258,0,0.001624,0,0.584455,0,0.042227,0.027842,0.07819,0.025754,0.072158,0.007193,0.002552,0.003248,0.006729,0.000464,0,0.006032,M
0.000619,0.002683,0.078431,0.659649,0.025387,0,0,0.002477,0.086275,0,0.003096,0.052632,0,0,0,0.069143,0,0.00805,0.005779,0.005779,F
0,0.828694,0,0.04354,0,0.004996,0.000714,0,0.009279,0.016417,0.000714,0,0,0.000714,0,0,0.094932,0,0,0,M
0.002203,0.006608,0.253304,0.376652,0.006608,0.182819,0.002203,0.002203,0.011013,0.030837,0.061674,0.006608,0.002203,0.004405,0.017621,0.006608,0.013216,0,0.006608,0.006608,F
0.000216,0.062419,0.033045,0.028078,0.812311,0,0,0,0,0,0,0.005184,0.007775,0,0,0,0.031102,0.015767,0,0.004104,M
0.001089,0.08061,0.157952,0.001089,0,0.025054,0,0,0.001089,0.056645,0.147059,0.007625,0.46732,0,0.017429,0.033769,0.003268,0,0,0,F
0,0.00018,0.113011,0,0.00018,0.00054,0.065863,0.00072,0.225661,0,0.288825,0.080979,0.15566,0.00108,0.024474,0.025913,0.007558,0.002159,0.007198,0,F
0.000367,0.001652,0.350404,0.001468,0.001652,0.003304,0,0,0.170521,0.00514,0.200073,0.036527,0.027533,0,0.015786,0.181718,0.000918,0.000918,0.000734,0.001285,F
0.001007,0.015447,0.212559,0.007723,0.002015,0.474144,0.01276,0.006716,0.021491,0.030222,0.02317,0.034923,0.056078,0.012089,0.02552,0.040631,0.023506,0,0,0,M
0,0.256917,0.199784,0.002156,0.028387,0,0.257276,0.003234,0.029824,0.178225,0,0,0.001437,0.002156,0.014014,0.003234,0.023356,0,0,0,F
0,0.007925,0.086455,0,0,0.516571,0.041066,0.00072,0,0.010807,0.051153,0.042507,0.01585,0,0,0.091499,0.128963,0.004323,0.002161,0,F
0.00028,0.048125,0.081981,0,0.002518,0.062955,0,0.000839,0.590655,0.023223,0.020145,0,0.003078,0.00028,0.000839,0.101287,0.058758,0.002798,0.00056,0.001679,F
0.000153,0.001379,0.021912,0.476096,0.003218,0.17913,0.009041,0.000153,0.059914,0.049954,0.002758,0.043518,0,0.026509,0.003065,0.115078,0.002145,0.004291,0.000306,0.001379,M
0.039711,0.238267,0.201444,0,0.122022,0,0.010108,0.018051,0.067148,0.05343,0.171841,0.023105,0,0.009386,0.015162,0,0,0.025271,0.000722,0.004332,M
0,0,0.529851,0.001493,0,0.064179,0.031343,0.002239,0.002239,0.002985,0.035075,0.015672,0.012687,0.001493,0.137313,0.006716,0.156716,0,0,0,F
0,0,0.5,0.051724,0,0,0,0.172414,0,0,0.224138,0,0.051724,0,0,0,0,0,0,0,F
0.005249,0.242782,0.169291,0.009186,0.091864,0.08727,0.011155,0.047244,0.015748,0.001969,0.067585,0.000656,0.003937,0,0.001312,0.001312,0.196194,0.028215,0.015092,0.003937,M
0.00017,0.008156,0.214274,0,0,0.061852,0.080374,0,0.239932,0.08989,0.003738,0.20034,0.012234,0.013084,0.017502,0.02209,0,0.002719,0.001529,0.032116,M
0,0.000286,0.406983,0.275615,0.02261,0.005438,0.013165,0,0.019748,0.006869,0.127647,0.032914,0,0.020321,0.058958,0.000572,0.004293,0.004579,0,0,M
0.004982,0.011388,0.112456,0,0,0.097509,0.004982,0.596441,0.01637,0.013523,0.005694,0.009964,0,0.005694,0.014235,0,0.103915,0.000712,0.001423,0.000712,M
0,0.054108,0.056112,0.004008,0.006012,0,0,0.004008,0.002004,0.024048,0,0,0,0,0,0,0.849699,0,0,0,M
0.016425,0.000278,0.402561,0,0,0.056236,0.120267,0,0.177617,0,0.054844,0.00529,0,0,0.048719,0.014198,0,0,0.102171,0.001392,M
0.014787,0.116451,0.36414,0,0.005545,0.003697,0.003697,0.007394,0.040665,0.003697,0.011091,0.007394,0.003697,0,0,0.068392,0.005545,0.319778,0.022181,0.001848,M
0.000261,0,0.235923,0.364181,0,0,0.082899,0,0.070386,0.064781,0.00378,0.02255,0.002607,0.100104,0.011601,0,0.027633,0.000912,0,0.012383,M
0.004691,0.014742,0.035068,0,0.254858,0.071476,0.143176,0.299978,0.022783,0.009605,0.034398,0.014742,0,0.000223,0.016529,0.000447,0.073487,0.001117,0.00201,0.00067,M
0.012793,0.716418,0.012793,0.014925,0.002132,0,0.010661,0.085288,0,0,0.012793,0,0.002132,0,0,0,0.1258,0.004264,0,0,F
0.005654,0.00212,0.591519,0,0.201413,0,0.023322,0,0,0,0.089046,0,0.002827,0,0,0.023322,0.00424,0.026148,0.030389,0,F
0.078947,0.078947,0.315789,0.131579,0,0.026316,0.052632,0.078947,0.026316,0,0,0,0.210526,0,0,0,0,0,0,0,F
0.000284,0.010227,0.166761,0.001705,0.011648,0.059375,0.347727,0.005682,0.202841,0.035795,0.034375,0.055114,0,0.000284,0.037216,0.000568,0.01108,0.000852,0.00625,0.012216,M
0.001768,0.00221,0.41733,0.078691,0,0,0.002653,0.000442,0.114943,0.004863,0.004421,0.329355,0,0,0,0.001326,0.004421,0.019894,0.007073,0.01061,M
0.009591,0.001066,0.53357,0.000355,0.003908,0.003552,0.077442,0,0.143517,0.00071,0.028774,0.050089,0.000355,0.012078,0,0.031261,0.033393,0.016696,0.038011,0.015631,M
0,0.000676,0.071388,0.000113,0.91859,0.002139,0,0.00045,0.000113,0.000225,0,0.000338,0.000113,0,0.001239,0.003828,0.000338,0.00045,0,0,M
0.002009,0.015068,0.387745,0.036163,0.075339,0.125565,0.039679,0.010045,0.020593,0.017579,0.078353,0.017579,0.01105,0.015068,0.015068,0.025113,0.045706,0.037167,0.009543,0.01557,F
0.001032,0,0.222834,0,0,0,0,0,0,0,0.103164,0.384457,0.231087,0,0.015475,0.02751,0,0.011004,0,0.003439,F
0,0.00053,0.305143,0.077943,0.01246,0.189024,0.017497,0.001326,0.006363,0.000795,0.062036,0.005037,0,0.086161,0.121951,0.033404,0.002386,0.005832,0.034995,0.037116,M
0,0,0.146789,0,0.724771,0,0,0,0.006881,0.006881,0.066514,0.004587,0.006881,0,0,0,0.036697,0,0,0,F
0,0.003704,0.193333,0.198519,0.003704,0.200741,0.02,0,0.013333,0.028148,0.02963,0.012593,0,0.162222,0.076296,0.000741,0.047407,0,0.002222,0.007407,F
0.001107,0,0.173287,0,0,0.084844,0.320692,0.000138,0.23128,0,0.087059,0.073218,0.006505,0,0.000277,0,0.006782,0.001107,0.000554,0.013149,M
0.506604,0.000426,0,0.243715,0,0,0,0.0098,0.050277,0.004687,0.118449,0.000426,0.003409,0.016617,0.015339,0,0,0,0,0.030251,M
0,0.662758,0.042993,0.001117,0,0,0,0,0.001117,0,0.035176,0,0,0.008934,0,0,0.243439,0.001117,0.00335,0,F
0.010106,0.00758,0.004042,0.000505,0.000505,0,0.308742,0,0.001516,0,0.172815,0.004042,0,0.052552,0,0.427489,0,0.001011,0,0.009096,F
0,0,0.368644,0,0,0.014595,0.187853,0.361582,0.002354,0.019774,0.002119,0.000706,0.000942,0,0,0.002825,0.028719,0.000471,0.004002,0.005414,M
0,0.000794,0,0.272438,0.069897,0.006672,0.057824,0.140588,0.120095,0,0.000477,0.134392,0,0.048133,0.109134,0,0.016839,0,0.000159,0.022558,M
0.000219,0.013608,0.002195,0.408911,0,0,0.208297,0,0.193152,0.000439,0,0.016462,0.031387,0.007902,0.080114,0.019315,0,0.001317,0.000219,0.016462,F
0.000297,0.133947,0.527176,0.149391,0.08019,0,0.000594,0,0.012177,0.000297,0.039204,0.008316,0.019305,0.002376,0.011583,0,0,0.014256,0,0.000891,M
0.000129,0,0.15818,0,0,0,0.050401,0.012794,0.271776,0.09266,0.059188,0.290773,0.005945,0.044714,0,0.001938,0,0,0.000388,0.011114,M
0.011719,0,0.322325,0.000118,0,0.000118,0.026042,0,0.108902,0,0.31321,0.109138,0,0,0.00651,0.100024,0,0.000118,0.001776,0,F
0.000983,0,0.275516,0,0.000787,0,0.116618,0,0.104818,0,0.458407,0.000197,0.000197,0.00649,0.020649,0,0,0.00236,0.00649,0.00649,M
0.005449,0,0.361825,0,0,0.001192,0.041035,0.000511,0.475396,0.010557,0.002043,0.028605,0.001022,0,0.009365,0.026392,0,0,0.027073,0.009535,M
0,0.01285,0.384638,0.383762,0.084404,0,0.003213,0,0.000292,0.03972,0.002921,0.021612,0.014311,0,0,0.027453,0,0.009638,0.000292,0.014895,M
0,0.001632,0.577101,0,0.020941,0,0.011422,0,0.041338,0,0.025292,0.01387,0.049769,0,0,0.001904,0,0.010878,0.192276,0.053576,M
0.000534,0.001601,0.552117,0.000711,0.001779,0.100498,0.02846,0.000178,0.018677,0,0.17058,0.036286,0.061544,0,0,0.01334,0,0.002134,0.000178,0.011384,M
0,0.00641,0,0,0,0.012821,0,0.004274,0.141026,0,0.008547,0,0,0,0,0.019231,0.777778,0.023504,0.00641,0,M
0,0.458167,0.131474,0,0.115538,0,0,0,0.003984,0,0.211155,0,0,0,0,0,0.003984,0.075697,0,0,F
0.000307,0,0.025353,0.358822,0.000102,0.236864,0.217031,0.023819,0.000102,0.071458,0.010018,0.001227,0,0.02433,0,0.0046,0.022388,0.000204,0,0.003374,M
0,0,0.001353,0.733203,0,0.066887,0,0.002405,0.017736,0.000752,0.015331,0.079212,0,0.004359,0.032166,0.001954,0.030663,0.000451,0.001353,0.012175,M
0,0.004292,0.027468,0.085837,0.101288,0,0,0.001717,0.012017,0,0,0,0,0,0.032618,0.000858,0.729614,0.000858,0.003433,0,M
0.000704,0,0.322297,0.032582,0,0.076788,0.008278,0.000881,0.206939,0.025185,0.171892,0.041916,0.036633,0.019549,0.010743,0.011448,0.003875,0.005107,0.014442,0.010743,F
0.001456,0.020378,0.86754,0,0.002911,0.029112,0,0,0.001456,0.001456,0.011645,0.002911,0.030568,0,0,0.001456,0,0.027656,0,0.001456,M
0.002157,0.000719,0.146298,0,0,0.126168,0.000719,0,0.004673,0.022286,0.001797,0.01294,0.00683,0.017613,0.601725,0.000719,0.044932,0.009705,0.000719,0,M
0,0.000138,0.065064,0.635171,0.000276,0.109684,0,0,0,0.010084,0.028043,0.004559,0.116453,0.013123,0,0.016853,0,0,0,0.000553,F
0,0,0.559885,0,0,0.000573,0.004585,0,0,0,0.012034,0.206017,0.179943,0.000573,0,0.026074,0,0,0,0.010315,F
0,0.034483,0,0.571938,0.000595,0,0.002973,0,0.163496,0,0,0,0,0,0.007134,0,0.198573,0.01843,0.002378,0,M
0,0.03125,0,0.00625,0,0.326786,0.174107,0.001786,0,0.029464,0.083929,0.002679,0.197321,0,0,0.05,0.089286,0.007143,0,0,F
0,0.002485,0.416045,0,0,0.004615,0.035854,0.003195,0.27547,0.035499,0,0.009585,0,0,0.114306,0.00213,0.081292,0,0,0.019524,M
0,0.000114,0.109382,0.098513,0.000801,0.541419,0.003089,0,0.016018,0.017735,0.019794,0.02151,0.000229,0.003547,0.01865,0.120137,0,0.000458,0.003547,0.025057,M
0,0.018286,0.74686,0.000318,0.077755,0,0,0,0,0,0.000159,0.003021,0.000477,0,0,0,0,0,0.153124,0,F
0.002651,0.066278,0.02386,0.002651,0.848887,0,0.00106,0,0.00053,0.00053,0,0.002651,0.002651,0,0.00053,0.002651,0,0.042948,0.002121,0,F
0.000263,0.066579,0.114211,0.000263,0,0,0.122368,0,0,0.004474,0.010263,0.060789,0.491053,0.000789,0.096316,0,0.019211,0,0,0.013421,M
0,0.000342,0.989562,0,0.005305,0,0,0,0.000342,0.000513,0.000342,0,0,0,0.000513,0,0.000856,0,0.001711,0.000513,M
0.014778,0,0.009852,0,0,0,0.64532,0,0.029557,0.009852,0.009852,0,0,0,0.049261,0,0.20197,0.029557,0,0,M
0,0,0.010233,0,0,0.039795,0.003411,0.000569,0.005685,0,0.219443,0.001137,0,0.03411,0.002274,0.23593,0.434906,0.012507,0,0,F
0.000427,0.001921,0.091161,0.727797,0.092229,0.021349,0,0.00064,0.007045,0.001067,0.001067,0.005764,0,0,0.020282,0,0,0.020495,0.001067,0.007686,F
0,0,0,0.005747,0,0,0.927203,0,0,0.047893,0.009579,0.001916,0,0,0,0.003831,0,0.003831,0,0,M
0,0.012946,0.011097,0,0,0.245423,0.268541,0,0.086185,0.064916,0.003144,0.040133,0.001665,0.097651,0.036064,0.114666,0.008138,0,0,0.009432,F
0.000493,0.526368,0.21587,0,0.000986,0,0.000493,0,0.003943,0.003943,0.03105,0,0,0.168556,0,0.035485,0,0.002464,0,0.01035,F
0.001926,0,0.217514,0.114684,0,0.24937,0.003852,0.052156,0.156023,0,0.08579,0.061935,0.001334,0,0.032005,0,0.002667,0,0.008001,0.012743,M
0,0.00216,0.190065,0.029158,0.009719,0,0.00432,0.00108,0.00108,0.0054,0.016199,0.00324,0,0.012959,0.014039,0.0054,0.683585,0.017279,0,0.00432,F
0.000207,0.120447,0.039528,0.069329,0.000828,0.441432,0.028767,0,0.003932,0.048634,0.014487,0.001242,0.003311,0,0.074503,0.121068,0.028146,0.003725,0.000207,0.000207,F
0,0,0.003215,0.003215,0.025723,0,0,0,0,0.009646,0,0,0.006431,0,0,0,0,0.951769,0,0,M
0,0,0.644737,0.002392,0,0,0,0.000299,0.001196,0,0.029306,0.037081,0.270036,0.002691,0,0.008373,0,0.001794,0,0.002093,F
0,0.000649,0.359091,0,0.052597,0,0,0,0.344156,0,0.01526,0.023052,0.003247,0,0.056494,0.138636,0,0.001299,0,0.005519,F
0.158133,0.307229,0,0,0.039157,0,0,0.001506,0,0,0.036145,0,0,0,0,0,0,0.457831,0,0,F
0.000461,0.003687,0.088032,0.001075,0.011062,0.024428,0.357812,0.051467,0,0,0.151483,0.070825,0.036718,0.04947,0,0.135351,0,0.00338,0.00507,0.009679,F
0.000336,0.002523,0.138581,0,0,0.008241,0.178439,0,0.26337,0,0.036159,0.080054,0,0.137235,0.124622,0,0.0111,0,0.001009,0.018332,M
0.003805,0.000211,0.240964,0.127457,0.000423,0.071444,0.055591,0.00148,0.151976,0.002325,0.077785,0.20038,0.000211,0.00465,0.034665,0.012682,0,0.002536,0.011414,0,M
0.005073,0,0.920452,0.000461,0.000231,0,0,0.002767,0.004842,0.000692,0.003228,0.002536,0,0,0,0,0.043809,0,0.01591,0,F
0.000548,0,0.611172,0,0.008488,0,0.002191,0.004381,0.047097,0.011501,0.143757,0.006572,0.001643,0,0.046002,0.072837,0.000274,0.010405,0.025739,0.007393,F
0.944923,0.039587,0.006885,0,0,0,0,0,0,0,0,0,0.003442,0,0,0,0,0,0,0.005164,M
0.011655,0,0.01554,0,0.956488,0.000777,0,0,0,0,0,0,0,0,0,0,0,0.013209,0,0.002331,F
0,0,0.803217,0,0.000631,0,0.007253,0.000631,0.162094,0,0.000315,0.000315,0,0.001892,0,0.021129,0,0.000315,0,0.002208,F
0.012987,0.005772,0.981241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
0.525201,0,0.102995,0,0,0,0.002191,0,0,0,0.306793,0.00073,0,0.045289,0.008766,0,0.002191,0,0.002191,0.003652,F
0.000145,0.000578,0.063024,0.404886,0.000289,0.344897,0.064759,0.000145,0.010552,0,0.000434,0.03368,0.023851,0.002457,0.021683,0.000723,0.027754,0.000145,0,0,M
0,0.007815,0.055744,0.610836,0.01094,0.045064,0.002344,0.000781,0.008336,0.03751,0.022141,0.008596,0.00026,0.006512,0.003386,0.163584,0.002605,0.011461,0.000781,0.001302,F
0.000357,0.003924,0.196575,0,0.031038,0,0.211916,0.013914,0.029611,0.068498,0.138066,0.016768,0.004281,0.021406,0.107385,0.118445,0.005351,0.021406,0.001427,0.009633,F
0.000327,0,0.017989,0.225511,0.000327,0.403271,0,0.000981,0.163042,0.005724,0.000981,0.018479,0.055437,0.028128,0.032543,0.00278,0.044481,0,0,0,M
0.276923,0.707692,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,F
0.004,0.536,0.238,0,0.006,0.134,0.022,0,0.004,0.03,0,0.006,0,0.002,0.014,0.002,0,0,0,0.002,F
0.031211,0.033708,0,0,0.129838,0,0,0,0,0.701623,0.06367,0.037453,0,0,0,0.002497,0,0,0,0,F
0,0.213152,0,0.433107,0.024943,0.079365,0.011338,0,0.022676,0.013605,0.022676,0.003401,0,0.0839,0.052154,0.010204,0,0.013605,0.00907,0.006803,M
0,0.365591,0,0,0.000633,0.213156,0.091082,0.001898,0.054396,0.00759,0.01265,0.001265,0.021505,0,0.00253,0,0.224541,0.001265,0.001898,0,M
0.00043,0.000107,0.000107,0.001396,0.000537,0.469653,0,0,0.02127,0.07337,0.016973,0.192609,0,0,0.014072,0.179289,0,0,0.002256,0.02793,F
0,0.007213,0.004275,0.607534,0.088699,0.11782,0.08202,0,0.00187,0.010419,0.002404,0.000801,0.002137,0.004007,0.001069,0.00187,0.067326,0.000534,0,0,M
0,0,0,0,0,0.012739,0.012739,0,0,0,0.006369,0.025478,0,0,0.019108,0.019108,0,0.898089,0,0.006369,M
0,0.000668,0.07014,0.283233,0,0.012358,0.301269,0.06513,0.026386,0.132265,0,0.106546,0,0.001002,0,0,0,0,0,0.001002,M
0.003566,0.002292,0.142129,0.594753,0,0.003566,0,0.007387,0,0,0,0.057056,0.000509,0.096026,0.045339,0.044575,0,0,0,0.002802,F
0.064516,0.031508,0.647412,0.00075,0,0,0,0.093023,0,0,0.009752,0.023256,0,0,0.126782,0,0,0,0.003001,0,M
0.002209,0.002209,0.461071,0,0.00138,0.046935,0.00635,0.010768,0.002485,0.020431,0.007454,0.013528,0.000276,0,0.040309,0.331033,0.000276,0.012424,0.028713,0.012148,M
0.004363,0,0.159104,0,0,0,0.618383,0.000873,0.052065,0.013089,0.008435,0.029668,0.000291,0.000291,0.032868,0,0.076498,0,0,0.004072,F
0.002705,0,0.728541,0,0,0,0.179929,0,0,0,0,0.018221,0,0,0,0,0,0.006548,0,0.064057,M
0,0,0,0,0.026805,0.000241,0,0,0.839652,0,0.033325,0.085728,0.011833,0,0,0,0,0.002415,0,0,F
0.007506,0.866973,0.008757,0,0,0,0.003753,0,0.006672,0,0.000834,0,0.037531,0,0,0,0.066305,0,0.001668,0,M
