Otu3,Otu6,Otu8,Otu22,Otu23,Otu40,Otu55,Otu61,Otu63,Otu70,Otu92,Otu105,Otu108,Otu112,Otu122,Otu124,Otu145,Otu212,Otu217,Otu290,class
0,0.001155,0.51762,0.001155,0,0,0.000578,0.000578,0.001155,0,0.028307,0,0.23859,0,0,0.000578,0.200462,0.006932,0.001155,0.001733,F
0.000398,0,0.11488,0.169186,0.000199,0.197434,0.039885,0.268749,0.077681,0.000398,0.02407,0.015914,0.000497,0.00189,0.020092,0.056594,0.000099,0.000995,0.006763,0.004277,M
0.011677,0.005605,0.000467,0,0.940682,0,0,0.000467,0,0,0,0,0,0,0,0,0,0.041102,0,0,F
0,0.527027,0.130068,0,0,0.02027,0.048986,0,0.155405,0,0.033784,0,0,0,0.027027,0,0.045608,0.011824,0,0,F
0.025316,0,0.613924,0,0,0.006329,0,0,0,0,0.006329,0,0,0,0,0.006329,0.246835,0.094937,0,0,M
0.00031,0.000619,0.417957,0.056966,0.124458,0.097214,0.021981,0.037152,0.027245,0.008978,0.024768,0.006192,0.000619,0.012384,0.030341,0.000619,0.12291,0.001548,0.003096,0.004644,M
0,0.375279,0.012658,0.326136,0,0.020104,0,0,0.02755,0.008191,0.035741,0,0.06627,0.002234,0.01787,0.105733,0,0.000745,0.000745,0.000745,F
0.001372,0.746914,0.008916,0,0.230453,0,0,0,0,0,0.006173,0,0.006173,0,0,0,0,0,0,0,F
0,0.000943,0.106189,0.000628,0,0.206409,0.063776,0.000943,0.097078,0.005341,0.011624,0.000943,0.021992,0.005027,0.101791,0.285894,0.076029,0.008483,0.000314,0.006598,F
0.00185,0.018501,0.66235,0,0.006475,0,0.002775,0.00555,0.002775,0.00185,0.074006,0.000925,0.000925,0,0.004625,0.004625,0.209066,0.00185,0.00185,0,M
0,0,0.094048,0.019048,0,0.008333,0,0.15119,0.010714,0,0.045238,0.00119,0,0,0.007143,0.00119,0.625,0.015476,0.017857,0.003571,M
0.001405,0.000703,0.274069,0.625439,0,0,0.039002,0.004568,0.000703,0.001405,0.001757,0.015109,0.005271,0.014406,0.003865,0,0,0.012298,0,0,M
0.037288,0.00339,0.023729,0,0,0.00339,0.001695,0,0.001695,0.001695,0.055932,0.00339,0.045763,0,0,0,0.779661,0.016949,0.025424,0,M
0,0.306212,0,0,0,0.109653,0.093322,0.002916,0.001458,0.215806,0.000875,0.000292,0.000292,0.011665,0,0.211724,0.04112,0.001167,0.000292,0.003208,M
0,0.711058,0.19025,0,0.002378,0.004756,0.001189,0,0,0,0,0,0.053508,0,0,0,0,0.036861,0,0,M
0.002762,0.41989,0,0.016575,0.024862,0,0.002762,0,0.002762,0,0.005525,0.005525,0.450276,0,0,0,0.005525,0.063536,0,0,F
0.000359,0.002869,0.174677,0.47561,0,0.053802,0.026901,0.008608,0.028336,0.000717,0.031205,0.00825,0.003945,0.004304,0.005739,0.009326,0.156026,0.00538,0,0.003945,M
0.000579,0.007523,0.000289,0,0.086516,0,0.000289,0,0,0,0,0,0.000289,0,0,0,0.898438,0.006076,0,0,F
0.000801,0.045236,0.060048,0.131305,0.007606,0.001201,0,0.000801,0.008006,0,0.168535,0.125701,0.222178,0,0.225781,0.001201,0,0.001201,0,0.0004,F
0,0.00634,0,0.703145,0,0.000634,0.030941,0,0.045904,0,0.001014,0.194902,0.005706,0,0,0.006594,0,0,0.004819,0,M
0,0.000317,0.267936,0.000317,0.588254,0.000952,0.012381,0,0.000317,0,0.129206,0,0.000317,0,0,0,0,0,0,0,F
0,0.001545,0.035836,0.692926,0.003089,0.052827,0.001545,0.002162,0.004325,0.059932,0.009268,0.010195,0.000309,0.055298,0,0.037998,0.032746,0,0,0,M
0.016529,0.11157,0.012397,0.033058,0,0.012397,0.066116,0.008264,0.119835,0,0,0,0,0,0,0,0.012397,0.607438,0,0,M
0.000151,0.74217,0,0.00121,0.16069,0.000605,0.015736,0,0.039794,0.012861,0.004691,0,0.018308,0,0.001513,0,0.000151,0,0,0.002118,F
0,0.119497,0.006289,0,0.041509,0,0.005031,0,0.002516,0,0.008805,0,0,0,0,0.045283,0.759748,0.011321,0,0,F
0.000437,0.00131,0.198865,0,0.000655,0.000873,0.603798,0.110675,0.010696,0.050644,0,0.000218,0.017027,0,0.000655,0,0.000218,0.003493,0.000437,0,M
0.000706,0,0.363797,0.397848,0,0,0,0,0.001235,0.001059,0.031934,0.017819,0.094037,0,0,0.073571,0.000353,0,0.000882,0.016761,M
0.00432,0,0.787905,0.040173,0.02635,0,0.004752,0,0.000432,0.000864,0.078186,0.001296,0.048812,0.001296,0,0,0,0.001728,0.000432,0.003456,M
0.011494,0.034483,0.137931,0.034483,0.563218,0,0.045977,0,0,0.022989,0,0,0,0,0.091954,0,0,0.057471,0,0,M
0.000388,0.01229,0.401423,0.000647,0.003234,0,0.059767,0.002458,0.085382,0.001035,0.060285,0.09185,0.221087,0.042303,0,0,0,0.000776,0.00608,0.010996,F
0.001235,0.006173,0.091358,0.01358,0,0.390123,0.001235,0.009877,0.081481,0.008642,0.012346,0.011111,0.016049,0.004938,0,0.022222,0.298765,0,0.028395,0.002469,M
0,0.749865,0.136511,0.000808,0.000269,0.001077,0.047388,0,0,0,0.010501,0,0,0.002423,0,0,0.049812,0.000539,0,0.000808,M
0,0.77473,0.000899,0.033723,0.002248,0.002698,0.020683,0.002248,0.014388,0,0,0.008993,0.011691,0.008543,0,0,0.11241,0,0.00045,0.006295,M
0.001412,0.001647,0.350906,0.112732,0,0,0.001412,0,0.031301,0.122382,0.003295,0.337256,0.002824,0.000706,0.01012,0,0.001883,0.000706,0.00353,0.017887,M
0,0.066878,0.014642,0.666007,0.039177,0.011476,0,0,0.009893,0.063316,0.000791,0,0.007915,0.001583,0.072814,0.015433,0.001187,0.016225,0,0.012663,M
0,0.002733,0.667708,0.00013,0.019914,0,0.108291,0,0.000521,0,0.00013,0.030327,0,0,0.168424,0,0,0.001822,0,0,M
0,0.000508,0.180732,0,0.000763,0.000254,0.353584,0.000508,0.000254,0,0,0.109812,0.267158,0.018302,0,0,0.06609,0.002034,0,0,M
0,0.077214,0.102592,0.00108,0,0.111231,0.00108,0,0.008099,0.00324,0.058315,0.017819,0.602592,0.00216,0.00054,0.012419,0.00108,0,0,0.00054,F
0,0.009132,0.536856,0.033268,0,0,0.011089,0.010437,0.002609,0.016308,0.007828,0.00848,0.001305,0.003262,0.051533,0.02805,0.21135,0.010437,0.058056,0,F
0.000811,0.041242,0.192887,0.593026,0.002665,0.012396,0.012743,0.007298,0.020621,0.000116,0.104611,0.000463,0,0,0.003012,0,0,0.00614,0.001969,0,M
0.089632,0.019949,0.564203,0.027255,0.001686,0,0.001967,0,0,0.000281,0,0.255971,0,0,0.000843,0.017702,0.000843,0,0.012644,0.007024,M
0.001577,0,0.832085,0.049271,0.00946,0,0.003547,0.000394,0.003942,0.002759,0.00473,0.025621,0.000788,0.002365,0.002759,0.000394,0,0.059125,0,0.001182,M
0.000408,0.017959,0.613469,0,0.006531,0.02898,0.032245,0,0.006122,0,0.053469,0.043265,0.100408,0,0.015102,0.063673,0.002449,0.006939,0.001224,0.007755,F
0,0,0.255105,0.517122,0,0.002356,0.061577,0.006755,0.029846,0.003299,0.005655,0.001414,0.026861,0.037072,0.016494,0.012096,0.006126,0,0.000943,0.017279,M
0.019296,0.000568,0.292849,0,0,0.000568,0.216515,0.005392,0.231271,0.034052,0.014472,0.064699,0.047673,0,0.012486,0.001986,0.052213,0.000284,0.003121,0.002554,M
0.000256,0.002813,0,0.001023,0,0.650639,0,0.113043,0.098977,0.001279,0.03734,0.032737,0,0.000512,0,0.000767,0.003325,0.001023,0.05243,0.003836,M
0,0.000546,0.083515,0.477074,0.000273,0.354804,0,0.01119,0.00191,0.00655,0.001092,0.00655,0.025109,0.001365,0.014738,0.011736,0,0,0.000273,0.003275,M
0,0.060606,0.272727,0.515152,0,0.030303,0.060606,0,0.060606,0,0,0,0,0,0,0,0,0,0,0,F
0,0.006648,0.018993,0.002216,0,0.725863,0.019943,0.00095,0.061728,0.032605,0.002532,0.036404,0.012029,0,0.00918,0.028807,0.039253,0.00095,0,0.001899,F
0.000629,0.00566,0.368553,0.147799,0.001258,0.190566,0.004403,0.006289,0.032075,0.069811,0.008805,0.011321,0,0,0.022642,0.019497,0.025157,0,0.085535,0,M
0.004198,0.007557,0.439966,0.001679,0.020991,0.038623,0.109152,0.019312,0.028547,0.001679,0.02351,0.004198,0,0.005038,0.003359,0.005877,0.271201,0.001679,0.010915,0.002519,F
0.000141,0.025056,0.169482,0.614302,0,0.000282,0,0,0.000422,0,0.010698,0.000282,0.17089,0,0.00183,0,0.000845,0.000422,0,0.005349,F
0.002081,0.002081,0.563996,0.001041,0,0.094693,0.008325,0.002081,0.027055,0,0.218522,0.005203,0,0.041623,0.004162,0.010406,0.002081,0.007284,0.006243,0.003122,M
0,0.001328,0.254173,0.337443,0,0.057284,0.02352,0,0.139416,0.002656,0.0772,0.014605,0.077011,0.005121,0.003794,0.002086,0,0.000379,0,0.003983,M
0.002356,0.063984,0.475077,0.354359,0.000181,0.000725,0.015588,0.015588,0.005256,0.000363,0.036977,0.017945,0.000363,0.001813,0.004713,0,0.001088,0.001269,0,0.002356,M
0.000579,0,0,0.970066,0,0.007918,0.003283,0.001159,0.000579,0,0.005407,0.000386,0.004249,0,0,0,0.003669,0.002511,0.000193,0,M
0,0.431544,0.133625,0.363271,0.002191,0.02008,0.008032,0,0.004016,0.001095,0.012413,0.005842,0,0.006937,0.007302,0.001095,0.000365,0.000365,0.00073,0.001095,M
0,0.006186,0.388381,0,0,0.23588,0.001076,0.000269,0.022324,0,0.24879,0.001883,0.006993,0.004572,0.002421,0.029317,0,0.04922,0,0.00269,F
0,0.001431,0.026466,0.002861,0,0.017167,0.236051,0.164521,0.073677,0.052217,0.015737,0.185265,0,0.058655,0.076538,0.052217,0.022175,0,0.000715,0.014306,M
0,0,0.099913,0.203612,0,0.000874,0.048937,0,0.013691,0.019808,0.016021,0.205942,0.15584,0.003495,0.004952,0.226624,0,0,0,0.000291,F
0.001988,0.351772,0.435828,0.000723,0.000723,0.001085,0.001446,0.001265,0.133767,0.004881,0.005061,0.035973,0.004338,0.008858,0.000362,0.002892,0,0.006508,0,0.002531,M
0.00035,0,0.114556,0.748818,0,0,0.041163,0.000175,0.061657,0.000701,0.011386,0.002102,0.001401,0,0,0,0,0.011911,0.004729,0.001051,M
0,0.045484,0.019218,0.331198,0.338245,0.12492,0,0,0,0.003203,0.001281,0.002562,0.001922,0.014734,0.049968,0,0.02114,0.039718,0,0.006406,M
0.000395,0.003751,0.075025,0.000197,0.000197,0.400197,0.02152,0.050543,0.139783,0.044028,0.00849,0.026851,0.059427,0.068707,0.064758,0.028628,0,0.00079,0.002962,0.003751,M
0,0,0.147783,0,0.106732,0.001642,0.001642,0,0.00821,0,0.134647,0.032841,0.123153,0,0,0.00821,0.055829,0.36289,0.01642,0,F
0,0.00036,0.218221,0.386388,0.001801,0.185812,0.032409,0,0.03529,0,0.022686,0.041772,0.00072,0.001801,0.017285,0.046093,0,0.003961,0.00072,0.004681,M
0.004535,0.024943,0.548753,0,0.312925,0,0.030612,0,0.03288,0,0.002268,0.005102,0,0,0,0,0,0.037982,0,0,F
0,0,0.000668,0,0.008681,0,0.581464,0.053953,0.179888,0.010684,0.013221,0.067174,0.016827,0,0.03125,0.004674,0,0.002003,0.000801,0.028713,M
0,0,0.054841,0.280636,0,0,0.081584,0,0.068382,0.035884,0.013879,0.102234,0.188219,0.0826,0.046039,0.029113,0,0.001016,0.000677,0.014895,F
0.000691,0.000691,0.082211,0.030397,0,0.035924,0.166839,0.05734,0.133679,0.068394,0.038687,0.136788,0.100864,0.105354,0.014162,0.014162,0,0,0.004491,0.009326,F
0.012109,0.000886,0.422918,0,0.003839,0.001181,0.130833,0.160662,0.226816,0.001772,0.031601,0.000591,0,0,0.000295,0.004135,0,0.001181,0.001181,0,M
0.099834,0.898502,0.001664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
0.020033,0.36227,0.001669,0,0.429048,0,0.003339,0.075125,0.003339,0,0,0,0,0,0,0,0.010017,0.095159,0,0,M
0.000553,0.086788,0.599779,0,0.1288,0.02764,0.001106,0,0,0.008845,0.004975,0.053068,0,0,0.012714,0.060807,0,0.014925,0,0,F
0.002188,0,0.014827,0.291687,0.000243,0.110112,0.118376,0.125668,0.134419,0.008264,0.02528,0.031356,0.112786,0.000243,0.011667,0,0.001215,0.000486,0,0.011181,M
0,0.022379,0.018551,0.170789,0.107774,0.10424,0.033274,0,0.417845,0.007067,0.001178,0.009717,0.025913,0,0.004417,0.000589,0.064488,0.002061,0,0.009717,F
0.000378,0.000378,0.835855,0,0.000378,0.003782,0,0,0.018911,0.028744,0.008699,0,0.000378,0,0.000756,0,0.094175,0.001135,0.00643,0,M
0.06316,0.012353,0.656904,0,0.260012,0,0,0,0.000199,0,0,0,0,0,0,0,0,0.007372,0,0,F
0,0.378723,0.221277,0,0.102128,0,0,0,0,0,0.212766,0.008511,0,0,0,0,0,0.076596,0,0,F
0.05848,0.05848,0.081871,0.005848,0.011696,0.005848,0.052632,0,0,0,0.426901,0.035088,0.093567,0,0.017544,0.152047,0,0,0,0,F
0,0.004355,0.242924,0.11633,0.002799,0.167963,0.051944,0.035459,0.059409,0.002488,0.03297,0.019285,0.14339,0.000311,0.023328,0.016796,0.065319,0.001555,0.004355,0.00902,F
0.003891,0.050584,0.626459,0,0.003891,0,0.001946,0.247082,0,0,0.019455,0,0.013619,0,0,0,0.01751,0.011673,0,0.003891,M
0.000926,0.203704,0.05463,0.002778,0.007407,0.076852,0.005556,0.038889,0,0.002778,0.000926,0,0,0,0,0.027778,0.560185,0.017593,0,0,M
0.0005,0.007494,0.273605,0.132723,0.005495,0.144879,0.076769,0.051124,0.068943,0.003331,0.039301,0.005162,0.082931,0.000167,0.015654,0.026644,0.041965,0.001499,0.00433,0.017485,M
0,0.014103,0.125855,0.076068,0.002137,0.172222,0.011538,0.176496,0.067094,0.001282,0.118803,0.041239,0.002778,0.016026,0.118376,0.000427,0.033333,0.002778,0.00406,0.015385,M
0,0,0.139375,0.001523,0.814166,0,0,0,0,0,0,0,0.00457,0,0,0.002285,0,0.038081,0,0,F
0.000458,0.117979,0.282662,0.382937,0,0,0.001679,0,0.003663,0.026862,0.023962,0.004274,0.021978,0.024115,0.006716,0.0058,0.092491,0.000611,0.002289,0.001526,M
0,0.16129,0.238293,0.023933,0.154006,0,0.006243,0.039542,0.021852,0.002081,0.015609,0.020812,0,0,0.007284,0.004162,0.263267,0.041623,0,0,M
0.00061,0,0.193716,0,0,0.296217,0.011897,0.033862,0.317267,0.002441,0.057352,0.007932,0.000305,0.010677,0.019524,0.010982,0.003661,0.007322,0.02532,0.000915,M
0.016332,0.020101,0.648241,0.036432,0,0.001256,0.001256,0,0.002513,0,0.079146,0.002513,0,0,0.023869,0.006281,0.126884,0,0.03392,0.001256,M
0,0.039068,0.129226,0.137115,0.002254,0.30015,0.039444,0.070999,0.056349,0.051465,0.028926,0.02592,0.000376,0.012021,0.061983,0.027799,0.009767,0.003757,0.001878,0.001503,M
0.015598,0.562392,0.129983,0.032062,0.159445,0.0026,0,0,0.000867,0,0.012998,0.005199,0,0.000867,0,0.007799,0.039861,0.02513,0.004333,0.000867,F
0.007862,0.345912,0.017296,0,0.457547,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.004717,0,M
0,0.02356,0.298429,0.013089,0.078534,0.002618,0.039267,0.007853,0.075916,0.018325,0.062827,0.007853,0.010471,0,0.219895,0.08377,0,0.02356,0.02356,0.010471,F
0,0.010973,0.376559,0,0.436409,0.003491,0,0.000998,0.000499,0.001496,0.002494,0,0.132668,0,0,0,0.000998,0.032918,0,0.000499,F
0.001543,0.000617,0.773372,0.032706,0.026844,0,0.009719,0.006942,0.006788,0.004011,0.000463,0.008485,0.007405,0.004937,0.020827,0.001388,0.088553,0.001543,0.001697,0.00216,M
0.092857,0.125,0.582143,0,0,0,0.003571,0.003571,0,0,0,0,0,0,0,0,0.003571,0.189286,0,0,M
0,0.441188,0,0,0.046166,0.010839,0.07788,0.001204,0,0.003613,0.028503,0.136491,0,0.00281,0.035327,0.020072,0.192694,0,0.003212,0,M
0,0.002213,0.006271,0,0.000369,0.651789,0.017337,0.002951,0.002951,0.004795,0.123571,0.011804,0.00664,0.041313,0.03578,0.058281,0.00664,0,0,0.027296,F
0.000544,0.316905,0.424171,0.000544,0.000362,0.083711,0.033521,0.008154,0,0,0.045479,0.029897,0.007791,0.031165,0.008878,0,0,0,0.005255,0.003624,M
0.002339,0.276023,0.267836,0,0.205848,0,0,0.002924,0.007018,0.014035,0.047953,0.00117,0.038012,0,0.007018,0.116959,0,0.002339,0.008772,0.001754,F
0,0.000103,0.116452,0,0,0.17999,0.243837,0.021454,0.390098,0.008871,0.00722,0.025683,0,0,0.000103,0.000103,0.000413,0,0.001341,0.004332,M
0.038347,0.00013,0.00013,0.000389,0,0.00013,0,0.422205,0.418707,0,0.042881,0.001555,0.020599,0,0.005182,0,0.02293,0,0.026817,0,M
0,0,0,0.799412,0,0.000839,0,0,0.110995,0.006295,0.00021,0.004616,0,0,0.049727,0.001469,0.02308,0,0.002308,0.001049,M
0.004396,0.140907,0.450486,0.181397,0.022675,0,0,0.000231,0.001388,0,0.003933,0.000925,0.186025,0.001851,0.001157,0,0,0.002314,0.002314,0,M
0,0.003998,0.244936,0,0,0,0.077825,0.044243,0.000533,0.031983,0.108742,0.277985,0.101013,0,0,0.077559,0.026919,0,0,0.004264,M
0.000216,0.000216,0.150043,0.355138,0,0.090889,0.024827,0.000216,0.075993,0.221071,0.001943,0.011658,0.000864,0.000216,0.057858,0,0.005397,0,0.000432,0.003022,M
0,0.153509,0.026316,0,0.001096,0.148026,0,0,0.014254,0,0.006579,0,0.038377,0,0.015351,0,0.58114,0.010965,0,0.004386,F
0.003961,0.014855,0,0.000495,0.852439,0,0,0,0,0,0.115128,0.002228,0,0,0.000248,0.000495,0,0.010151,0,0,F
0.001851,0.125848,0.305984,0,0.027144,0,0,0,0.001851,0,0.396052,0,0.021592,0,0,0,0,0.013572,0.106107,0,F
0.000931,0.054624,0.064556,0,0.000621,0,0,0.295469,0,0,0.000931,0,0.00031,0,0,0,0.526691,0.041279,0.000621,0.013966,M
0,0,0.193731,0.000811,0.017563,0.00027,0.022156,0.009727,0.00054,0.070251,0,0,0.674682,0,0,0,0,0.00054,0,0.009727,M
0,0,0.006596,0.147133,0,0.021309,0.082699,0.09589,0.152207,0.001522,0.000507,0.000507,0.000507,0.007103,0.073059,0,0.393201,0.004566,0,0.013191,M
0,0.000762,0.429714,0.000381,0,0.000381,0.214476,0,0.000762,0.001143,0.010286,0.000381,0,0.011429,0.001143,0.313905,0,0.013333,0.001143,0.000762,F
0,0,0.0875,0.058333,0.65,0.070833,0.004167,0.004167,0.020833,0,0,0,0.016667,0,0.004167,0.020833,0,0.0625,0,0,F
0.001787,0.000893,0.056052,0.38343,0.049129,0.108084,0.023001,0.001117,0.061635,0.083519,0.052255,0,0.006253,0,0.008039,0.064984,0.064314,0,0.033497,0.00201,M
0.012959,0.045626,0.019978,0.011069,0.811015,0.013499,0.00513,0,0.00162,0,0.00108,0.006749,0.051836,0,0.00297,0.007019,0,0.008099,0.00027,0.00108,M
0,0.005403,0.065736,0.832508,0.0009,0,0.001351,0,0.001351,0,0,0.003602,0,0,0,0,0.082395,0.002701,0.00045,0.003602,M
0,0.010949,0.065693,0.00365,0.518248,0,0,0,0,0,0.054745,0,0.007299,0,0,0.007299,0,0.332117,0,0,F
0,0,0.095552,0.610493,0,0,0.004517,0,0.004864,0.015983,0.031272,0.015288,0.103197,0.013899,0.006949,0.048645,0.047603,0.001042,0.000695,0,F
0,0.020773,0.407963,0.000577,0,0,0.002885,0,0.265436,0,0.028852,0.002308,0,0.008656,0.107328,0,0.143104,0.006924,0,0.005193,M
0,0.368687,0.005051,0.479798,0,0.020202,0.007576,0,0,0.002525,0,0.005051,0,0.007576,0.010101,0,0.093434,0,0,0,M
0,0.001425,0.920228,0.000855,0.003989,0.00057,0,0,0.05755,0,0.004558,0,0.000285,0,0.000285,0.005128,0,0.004843,0,0.000285,F
0.000493,0,0.056487,0,0,0.394425,0.042181,0,0.150222,0.01036,0.074248,0.155402,0.000987,0.032807,0.027874,0.049334,0.00148,0,0,0.0037,M
0.150246,0.028325,0.791872,0.002463,0.006158,0.002463,0,0.001232,0,0,0,0.001232,0,0,0,0,0,0.01601,0,0,F
0.00512,0.000904,0.126807,0.25241,0.003916,0.435542,0.006928,0,0.000904,0.012952,0.001506,0.038253,0.033735,0.036747,0.022892,0.000904,0.014157,0,0.001807,0.004518,M
0.005599,0.001077,0.592377,0,0.000646,0,0,0.110896,0.208872,0,0.052541,0,0.001077,0,0,0,0,0.001292,0.025624,0,M
0,0.004709,0.121622,0.828829,0.014537,0.000614,0.010033,0.006347,0,0.001843,0.004709,0,0,0,0,0.001843,0,0.002867,0.001843,0.000205,M
0.01214,0.003035,0.253414,0.001517,0,0.001517,0,0,0.282246,0,0,0,0.162367,0,0,0.185129,0,0.068285,0.030349,0,F
0.005031,0,0.47195,0.000252,0.037233,0,0,0.006792,0.001761,0.010566,0.008805,0.217862,0,0.074214,0.162767,0,0,0.002264,0.000503,0,M
0.000947,0.248224,0.055424,0.23117,0,0.045002,0.04595,0,0.020843,0.001421,0.033633,0.004737,0.017527,0,0.004263,0.040265,0.249645,0.000947,0,0,F
0.000486,0.018208,0.034474,0.758437,0.001214,0.070891,0.013353,0,0.00874,0.01748,0.003156,0.033503,0.024035,0,0,0,0.00874,0.000728,0.002671,0.003884,M
0.000444,0.227101,0.075405,0.19827,0.010867,0.092482,0.055888,0.05611,0.023509,0.004879,0.06232,0.140829,0.001109,0.007097,0.010424,0.024396,0,0,0.000887,0.007984,M
0,0.148148,0.296296,0.148148,0,0,0,0.074074,0.111111,0,0,0,0,0,0,0,0.148148,0,0.074074,0,F
0,0.048295,0.075,0.06875,0.002841,0.330114,0.041477,0.023295,0.171591,0.0375,0.030682,0.001705,0.003977,0.004545,0.006818,0.003977,0.136364,0.00625,0.00625,0.000568,M
0.002387,0,0.019093,0.133652,0,0.011933,0.019093,0,0.577566,0.019093,0.064439,0.0358,0.02148,0,0.01432,0.019093,0.009547,0.040573,0,0.011933,F
0,0.000362,0.356832,0.382204,0.001631,0,0.088438,0,0.024828,0.002537,0.029721,0.026096,0.000362,0.012867,0.016673,0.016673,0.032983,0.002356,0.00145,0.003987,M
0,0.007892,0.046223,0,0.000564,0,0.043968,0.020293,0.164036,0.180947,0.013529,0.140924,0.038895,0.003946,0.156144,0.11274,0,0.012965,0,0.056933,M
0.002287,0.008005,0.460263,0.367067,0.000572,0.012579,0.001715,0,0.004002,0.001144,0.028016,0.004002,0.000572,0,0.002287,0.07833,0,0.004002,0.020583,0.004574,M
0,0.017918,0.048635,0.25,0.029863,0.424061,0.027304,0.006826,0.035836,0,0.041809,0.028157,0.017065,0.00256,0.025597,0.015358,0,0.017065,0,0.011945,F
0,0,0.052717,0.000272,0.000136,0.283832,0.161685,0.076495,0.334647,0.002582,0.032609,0.015353,0,0,0.030707,0.000272,0.002446,0.000951,0.001359,0.00394,M
0,0,0.464646,0.005051,0,0,0.060606,0.015152,0,0,0.212121,0.207071,0.005051,0,0,0,0,0,0,0.030303,M
0,0.001301,0.033003,0,0.000975,0.263209,0.004064,0,0.345797,0.002113,0.07576,0.003089,0.224841,0.000975,0.026175,0.010567,0.000163,0.001301,0.004715,0.001951,F
0.000663,0,0.581657,0,0.002652,0.002652,0,0.004862,0,0,0.359779,0.019448,0.000221,0,0.000442,0,0.000663,0.025635,0.001326,0,M
0.008451,0.042254,0.450704,0.107042,0.112676,0.005634,0,0,0,0,0.002817,0.011268,0,0,0,0,0.250704,0.008451,0,0,M
0.004465,0.218075,0.324165,0,0.001429,0.000714,0.000536,0.219861,0.004465,0.013217,0.014824,0.073049,0.000179,0,0.000714,0.034113,0.07037,0.001072,0.008752,0.010002,M
0.000128,0.000128,0.000895,0.154771,0,0.589153,0.017396,0,0.073548,0.001919,0.076106,0.027501,0.001919,0.000256,0.041571,0.006012,0.000512,0,0.000128,0.008058,F
0.000286,0.021459,0.07897,0.103577,0.545923,0.015737,0.007725,0.002289,0.054936,0.000572,0.047496,0.012876,0,0.001144,0.001144,0.048069,0.049499,0.002861,0.004006,0.001431,F
0.000302,0.001809,0.968034,0,0.020507,0,0,0,0,0,0,0.000302,0,0,0,0,0,0.009047,0,0,F
0.071993,0,0.222476,0,0.000351,0.000878,0.053205,0.012994,0.145742,0,0.021773,0.378929,0.009306,0,0,0,0,0,0.035294,0.047059,M
0,0.005188,0.531777,0,0,0.003891,0.006485,0.006485,0,0.02594,0.016861,0.01297,0.018158,0.029831,0.035019,0.07393,0.189364,0.015564,0.005188,0.023346,F
0,0.002877,0.448216,0,0.01496,0,0,0,0.020713,0.009206,0.056387,0.004603,0.241657,0,0,0.157652,0,0.042578,0.001151,0,F
0,0.751508,0.059107,0.100121,0.049457,0.003619,0.003619,0,0,0.001206,0.003619,0.004825,0,0,0.003619,0,0,0.015682,0,0.003619,F
0.006105,0.02442,0.3663,0,0,0.026862,0.017094,0.028083,0.090354,0.043956,0.168498,0.007326,0.02442,0.004884,0.076923,0.105006,0,0,0.009768,0,F
0.000228,0.04738,0.0082,0.00205,0.04123,0.016856,0.248064,0.058542,0.163326,0.069932,0.179954,0.049658,0.021412,0.047836,0.037813,0.003417,0,0,0,0.0041,F
0.00161,0,0.279439,0,0.000345,0,0,0.00092,0,0,0.001265,0.000115,0.709522,0,0,0.00069,0.001725,0.001725,0.00115,0.001495,M
0,0.036254,0.038329,0.116566,0,0.235207,0.079028,0.000395,0.45609,0.002074,0.001383,0.014719,0,0.002074,0.013435,0,0.002667,0.000198,0,0.001581,F
0,0.044034,0.066761,0.075284,0.002841,0.651989,0,0.002841,0.048295,0.022727,0.024148,0,0,0,0.004261,0.004261,0,0.052557,0,0,F
0,0.015152,0.194444,0,0.002525,0.012626,0.002525,0.002525,0.020202,0,0.416667,0,0.063131,0,0.020202,0.030303,0.085859,0.133838,0,0,F
0.000625,0.000375,0.196926,0.004248,0,0.069474,0.166313,0.338998,0.148194,0.002124,0.027865,0.007122,0.00075,0.019368,0,0.006248,0,0,0,0.011371,M
0.001019,0.000509,0.475038,0.008915,0.067244,0.000255,0.000255,0,0,0,0.005858,0,0.416709,0,0,0.00433,0,0.002292,0,0.017575,F
0,0.081051,0.006572,0.201533,0,0,0.041621,0.001095,0.007667,0,0.461117,0.013143,0,0,0.001095,0,0.185104,0,0,0,M
0,0.03297,0.11516,0,0,0,0.582584,0.011516,0.134248,0.001262,0.072409,0.010096,0.014513,0.000789,0,0.003471,0,0,0,0.020981,M
0.000938,0,0.100031,0.000313,0,0.231635,0,0.000313,0.302282,0.001563,0.237262,0.006565,0.000313,0.007815,0.04939,0.012817,0.042201,0.002813,0.001563,0.002188,F
0.001171,0.022248,0.004098,0.001756,0,0.483607,0,0,0.001171,0.106557,0.202576,0.066745,0.035129,0,0.031616,0.000585,0.021663,0.001171,0.019906,0,M
0.028571,0.000723,0.040868,0.000723,0,0,0.001085,0,0.014105,0,0.03689,0.005787,0.002893,0.020615,0,0.00217,0.83906,0.003978,0.002532,0,F
0.017352,0.03374,0.667095,0.052057,0.009319,0,0.023458,0,0.103792,0.000321,0,0.059126,0.007069,0,0,0.004499,0,0.007712,0.003535,0.010925,M
0.000511,0.135853,0.515832,0,0.006639,0,0.034048,0,0.02792,0,0.150834,0,0,0,0.087845,0.024004,0,0.003405,0.013109,0,M
