Otu9,Otu11,Otu34,Otu36,Otu39,Otu66,Otu72,Otu74,Otu91,Otu100,Otu134,Otu135,Otu139,Otu145,Otu149,Otu156,Otu188,Otu245,Otu246,Otu256,Otu257,Otu282,Otu292,Otu314,Otu316,Otu318,Otu354,Otu364,Otu370,Otu425,Otu436,Otu443,Otu468,Otu501,Otu513,Otu540,Otu596,Otu603,Otu702,Otu1029,class
0.03012,0,0,0,0.042169,0.018072,0,0,0.066265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087349,0,0.26506,0,0,0.376506,0,0,0.075301,0,0,0,0,0.039157,0,0,Spain
0.002558,0,0,0.022592,0,0,0.962063,0,0.001705,0,0,0.000426,0,0,0,0,0,0,0,0.000426,0,0,0,0,0,0,0.008951,0,0.001279,0,0,0,0,0,0,0,0,0,0,0,Spain
0.68144,0,0,0.00277,0,0.042936,0.01662,0,0,0,0,0.026316,0,0.220222,0,0.00277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006925,Spain
0,0.012346,0,0,0,0.037037,0.049383,0,0.074074,0,0,0,0,0,0,0,0,0,0,0.098765,0,0,0,0,0,0,0.728395,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.008197,0.030601,0,0,0,0.002186,0,0.949727,0,0.005464,0,0,0.001093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002186,0,0,0,0,0,0,0,0,0,0,0,0,0.000546,Spain
0.891892,0,0,0.001351,0,0,0.006757,0,0,0,0.009459,0.006757,0.005405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018919,0,0,0,0,0.059459,0,0,0,0,0,0,0,0,Spain
0.025341,0.003899,0,0.101365,0.001949,0.003899,0.003899,0.005848,0.003899,0,0.109162,0,0.076023,0.421053,0.023392,0.105263,0.023392,0.02729,0,0,0.019493,0,0,0,0.02729,0,0.003899,0,0.003899,0,0,0,0,0,0.003899,0,0,0.001949,0.003899,0,Spain
0.002215,0,0,0.003322,0,0.083056,0.002215,0.821705,0,0,0.002215,0.002215,0,0,0,0,0,0,0,0,0.006645,0.002215,0,0.00443,0,0,0.013289,0,0.00443,0.003322,0,0,0,0,0.045404,0,0,0,0.003322,0,Spain
0.615955,0,0,0,0,0.033395,0.005566,0,0.040816,0.293135,0,0,0.009276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001855,Spain
0.136266,0.02897,0,0.023605,0,0.003219,0.27897,0.001073,0,0,0.002146,0.006438,0,0,0,0.503219,0,0,0,0,0,0,0,0,0.006438,0,0,0,0,0.002146,0,0,0,0,0,0.001073,0,0,0.006438,0,Spain
0.145078,0,0,0,0,0.005181,0.025907,0.010363,0,0,0.025907,0.046632,0.015544,0,0,0.051813,0.11399,0.11399,0,0,0.062176,0.010363,0,0,0,0,0.015544,0,0,0.041451,0.036269,0,0,0,0.222798,0,0,0,0.056995,0,Spain
0.043796,0,0,0.017518,0,0.054015,0.00292,0.023358,0.105109,0,0.09781,0,0.008759,0,0,0.351825,0.020438,0,0,0.110949,0.007299,0,0.00146,0.00292,0,0,0.119708,0,0.00146,0.008759,0,0.021898,0,0,0,0,0,0,0,0,Spain
0,0,0,0,0,0,0,0.014851,0.00495,0,0.039604,0.039604,0,0,0,0.094059,0.559406,0.059406,0,0.034653,0.064356,0,0,0,0,0,0,0.00495,0.084158,0,0,0,0,0,0,0,0,0,0,0,Spain
0,0.005979,0.001495,0.001495,0.011958,0.00299,0.001495,0.059043,0.001495,0,0.452167,0.002242,0,0.242152,0,0,0.008221,0.047085,0.000747,0,0.038864,0.038864,0,0,0,0.000747,0.011958,0,0,0.057549,0,0,0,0,0,0,0,0.005979,0.007474,0,Spain
0.050787,0,0,0.002861,0.155937,0.229614,0.015737,0,0.451359,0,0.003577,0.081545,0,0,0,0.003577,0.000715,0,0,0,0,0,0,0,0,0,0,0.001431,0,0,0,0,0,0.002861,0,0,0,0,0,0,Spain
0.007735,0,0,0.002667,0.028007,0.885836,0,0,0.000267,0.004001,0.002401,0.0008,0,0.0008,0.003201,0.002134,0,0,0,0,0,0,0,0,0,0.000267,0.057615,0,0,0,0,0,0.001067,0,0,0,0,0.002401,0,0.0008,Spain
0.050265,0,0,0.005291,0,0,0,0.899471,0,0.001323,0,0.001323,0,0,0,0.013228,0,0,0,0,0.006614,0,0,0,0,0,0.022487,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.00084,0,0,0,0,0,0.432773,0,0.002521,0.017647,0.113445,0.00084,0.3,0,0,0,0,0,0,0.015966,0,0.112605,0,0,0,0,0,0.001681,0,0,0,0,0,0,0,0,0,0,0,0.001681,Spain
0.008562,0,0,0.008562,0,0,0.008562,0.82363,0,0,0,0.005137,0,0.041096,0.090753,0,0,0,0,0,0,0,0,0.001712,0,0,0.008562,0,0,0.003425,0,0,0,0,0,0,0,0,0,0,Spain
0.027554,0.000672,0,0.001344,0,0.261425,0.002688,0,0,0,0,0,0,0,0,0,0.000672,0,0,0,0.051075,0,0,0,0,0,0,0.592742,0,0,0.060484,0,0,0,0,0,0,0,0,0.001344,Spain
0.00102,0,0.015976,0.00136,0,0.134602,0.00034,0.023114,0,0,0.052685,0.00034,0.052005,0.222298,0.161795,0.14344,0.005438,0.030252,0,0.019375,0.026852,0.011217,0,0.004759,0,0,0.006458,0.005778,0.0017,0.041808,0,0,0.007478,0.009517,0.002039,0.006798,0.005099,0,0.006458,0,Spain
0.007506,0,0,0,0,0.039199,0,0,0.000834,0,0.053378,0.000834,0.001668,0.00834,0,0,0.156797,0.007506,0,0.24854,0.009174,0,0,0.145955,0,0,0.021685,0,0.062552,0,0.134279,0,0,0,0.011676,0,0,0,0.090075,0,Spain
0.01625,0,0,0.0025,0,0.724063,0,0.007188,0.000625,0.000312,0.010625,0.002188,0.000312,0.12125,0.0075,0.05625,0.014687,0,0.00125,0,0.0025,0.001875,0,0,0,0,0.001563,0,0,0.000937,0.00875,0,0.015313,0,0.000625,0,0,0.003437,0,0,Spain
0.016807,0,0,0.006002,0.008403,0.007203,0,0.130852,0,0.009604,0.055222,0.008403,0,0.339736,0.078031,0,0,0,0,0.115246,0.020408,0,0,0.004802,0,0,0.045618,0,0,0.003601,0.037215,0.040816,0.018007,0.054022,0,0,0,0,0,0,Spain
0.109871,0.001717,0,0.006009,0.063519,0,0,0,0.012876,0.003433,0.00515,0.004292,0,0,0.065236,0,0.001717,0.050644,0.058369,0,0.002575,0,0,0.350215,0.030901,0,0.023176,0,0,0.026609,0.033476,0,0.141631,0,0.001717,0,0.002575,0,0,0.004292,Spain
0.001017,0,0,0,0.013225,0.211597,0.005086,0.002035,0.015259,0,0.03764,0,0.023398,0.128179,0,0.098678,0.148525,0.007121,0,0.055951,0,0.015259,0,0.061038,0,0,0.084435,0,0.053917,0.019329,0,0,0.002035,0.003052,0.012208,0,0.001017,0,0,0,Spain
0.017584,0.001134,0,0.009643,0.011344,0.034033,0.078276,0.036869,0.118548,0,0.009643,0.006807,0,0.31764,0.007941,0.029495,0.039138,0.057856,0.019285,0.005105,0.015315,0.000567,0.000567,0.001134,0.015882,0,0.08962,0,0,0.028928,0,0,0.014748,0.013046,0.009075,0.005672,0.002269,0.002836,0,0,Spain
0,0.122449,0,0,0,0.009329,0.008746,0.026822,0,0,0.074636,0,0.033819,0.075802,0,0.060058,0.121866,0,0,0.015743,0.033819,0.142857,0.041983,0.066472,0.001166,0,0,0.001749,0.001166,0.032653,0.022157,0,0.004665,0,0.003499,0.018659,0.012245,0.019242,0.048397,0,Spain
0.002519,0,0.00063,0,0.001889,0.168766,0.007557,0.777708,0.002519,0,0,0.002519,0.020781,0,0,0.003149,0.001259,0,0,0,0,0,0,0,0,0,0.009446,0,0,0,0,0,0,0.001259,0,0,0,0,0,0,Spain
0.005098,0,0,0.007647,0.007647,0.001699,0.001699,0.006797,0.020391,0,0.237893,0,0.001699,0.02294,0,0.147833,0.002549,0,0,0.033985,0.023789,0,0,0.367035,0,0,0.045879,0.001699,0.005947,0.009346,0,0.002549,0,0,0,0.005098,0,0.036534,0.002549,0.001699,Spain
0.56743,0,0,0,0,0,0.282443,0,0,0,0,0.022901,0,0,0,0,0,0,0,0,0.127226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.037915,0,0,0,0.009479,0.004739,0.009479,0.118483,0.033175,0,0.203791,0.028436,0,0,0,0.047393,0.146919,0,0,0.066351,0.099526,0.033175,0,0,0,0,0,0,0.033175,0.009479,0,0,0,0.009479,0.014218,0.033175,0,0.037915,0.023697,0,Spain
0.00975,0,0,0.00351,0.026911,0,0.00156,0.00078,0.24766,0,0.00234,0,0,0.225429,0.00702,0.090094,0.145866,0.025351,0.00975,0.00195,0.099064,0.00741,0.00156,0.01209,0.053822,0,0.00663,0,0.00156,0.0039,0,0,0.00312,0.00117,0.00819,0,0.00078,0.00273,0,0,Spain
0.325094,0,0,0,0,0.144546,0.005373,0,0,0.018807,0,0.005911,0.433638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060183,0,0,0,0,0,0,0.006448,0,0,0,0,0,0,Spain
0,0.089374,0.000704,0.001407,0.007741,0.011963,0.418015,0.000704,0.026038,0,0.031668,0,0.000704,0.014778,0.040113,0,0,0,0.001407,0.021816,0.033779,0.000704,0.003519,0.138635,0,0,0.000704,0,0.012667,0.080225,0,0,0,0.03589,0.008445,0,0.00563,0,0.013371,0,Spain
0,0.069869,0,0,0,0.20524,0,0.122271,0.087336,0.026201,0.008734,0.052402,0,0,0.082969,0.004367,0.008734,0,0.030568,0,0.026201,0,0,0.0131,0,0.161572,0,0,0,0,0,0,0.004367,0,0.017467,0.039301,0,0.030568,0,0.008734,Spain
0.023216,0,0,0.003073,0.037897,0.00239,0.008194,0,0.35507,0.000341,0.094913,0,0,0.015364,0.049846,0.110277,0.034824,0.115739,0,0.010584,0.018778,0.007853,0.003414,0.010242,0,0,0,0.00239,0.010242,0.00239,0.051212,0.006828,0.011608,0.00478,0.000683,0,0.00239,0,0.003756,0.001707,Spain
0.004136,0.002481,0.004963,0.004963,0.000827,0.153019,0.004963,0,0.010753,0,0.033912,0.008271,0,0.197684,0.103391,0.036394,0.022333,0.003309,0.00579,0,0.016543,0.003309,0,0.147229,0,0.047974,0,0.000827,0,0.034739,0.044665,0,0.070306,0.009098,0.004963,0.01158,0.007444,0.000827,0.003309,0,Spain
0.00165,0.00165,0,0.034653,0.0033,0.0033,0.021452,0.006601,0.00165,0,0.036304,0.00165,0.417492,0.267327,0.036304,0.009901,0.029703,0.0033,0,0,0.026403,0,0,0,0.029703,0,0.037954,0,0.006601,0,0,0,0,0,0.006601,0,0,0.013201,0.0033,0,Spain
0,0,0,0,0.020833,0.005208,0,0.916667,0.015625,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010417,0,0,0,0,0,0,0,0,0,Spain
0,0,0,0,0,0.02954,0.012035,0.266958,0.002188,0,0.660832,0,0.015317,0.013129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0,0,0,0.105634,0.021127,0.014085,0.140845,0,0,0,0,0,0.225352,0,0,0,0,0.042254,0,0,0,0,0,0,0,0,0.450704,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.001957,0,0,0.011742,0,0.001305,0.47032,0,0,0.004566,0.208089,0.003262,0,0,0,0.109589,0.028702,0.001305,0,0,0.016308,0,0.001305,0,0,0,0.081539,0,0.003914,0,0,0,0.002609,0,0,0,0,0.05349,0,0,Spain
0.269439,0,0,0.015371,0,0,0,0,0.001356,0.691682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014014,0,0,0,0.006781,0,0,0,0,0,0,0,0,0.001356,Spain
0.314815,0.439815,0,0.009259,0,0,0,0.00463,0,0.041667,0.032407,0.023148,0.134259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0,0.080725,0,0,0,0,0,0.721582,0,0,0.008237,0.003295,0,0.046129,0,0.00659,0.008237,0.001647,0,0.004942,0.021417,0.009885,0.001647,0.047776,0.001647,0.001647,0,0,0.018122,0,0.01318,0,0,0,0,0,0.003295,0,0,0,Spain
0.013043,0,0,0,0.130435,0,0.069565,0.234783,0.102174,0,0.015217,0.004348,0.015217,0.054348,0.021739,0.241304,0.036957,0,0.004348,0.006522,0.034783,0,0,0,0,0,0,0,0.002174,0,0,0,0,0,0.008696,0,0,0,0,0.004348,Spain
0.001005,0.100536,0.004692,0,0.005697,0.001005,0.000335,0.00134,0.081434,0,0.143432,0,0,0.066019,0.021783,0.102547,0.099866,0.016086,0.011729,0.006032,0.006032,0.003686,0.008378,0.08244,0.001005,0.005362,0.009383,0.010389,0.008378,0.012399,0.031501,0,0.08378,0.008713,0.01508,0.018432,0.007038,0.007708,0.016421,0.000335,Romania
0,0.094195,0.018072,0,0.003286,0.083242,0.056407,0.025192,0.084337,0,0.168675,0,0.000548,0.104053,0.033406,0.024096,0.031763,0.006024,0.032311,0.014239,0.027382,0.020263,0.004929,0.045455,0.001095,0.004929,0.010953,0.002191,0.003286,0.010405,0.040526,0,0.016977,0.008215,0.006572,0.006572,0.003834,0,0.006572,0,Romania
0,0.006645,0.046512,0,0.016611,0.008859,0.001107,0.108527,0,0,0.151717,0,0,0.035437,0,0.047619,0.109635,0.013289,0.013289,0.033223,0.059801,0.110742,0,0.014396,0,0,0.003322,0.006645,0.009967,0.047619,0.026578,0,0.003322,0.023256,0.0299,0.006645,0,0.044297,0.021041,0,Romania
0.001132,0.247525,0.001414,0,0.054314,0.078925,0,0.04413,0.064498,0,0.08826,0,0,0.057426,0.039604,0.051202,0.057992,0.014993,0.011315,0.005092,0.009901,0.003395,0.011033,0.021499,0.001697,0.000566,0.003395,0.004243,0.00396,0.006506,0.02744,0,0.038472,0.011881,0.015842,0.012164,0.006223,0,0.003395,0.000566,Romania
0.03432,0.008284,0.027219,0,0,0.150296,0.00355,0.027219,0.03787,0.022485,0.086391,0.004734,0,0.112426,0.16568,0.03432,0.027219,0,0.048521,0.022485,0.018935,0,0.023669,0.011834,0.004734,0,0,0,0.010651,0.018935,0.031953,0,0.03432,0.016568,0,0,0,0.015385,0,0,Romania
0.001739,0.310311,0.002981,0,0.063602,0.001739,0.00472,0.010932,0.051677,0,0.054658,0,0.00323,0.081242,0.012174,0.029814,0.096646,0.012671,0.003478,0.023602,0.072547,0.009689,0.007205,0.06087,0.002981,0.003727,0.000248,0.00323,0.01118,0.010932,0.01441,0,0.00795,0.002236,0.005714,0.002733,0.004969,0.002733,0.011429,0,Romania
0,0,0.011152,0,0,0.01487,0.847584,0,0.003717,0,0.011152,0,0,0.003717,0.003717,0.003717,0,0,0,0.003717,0.003717,0,0,0,0,0,0.081784,0,0,0.003717,0.007435,0,0,0,0,0,0,0,0,0,Romania
0,0,0,0.038023,0.062738,0,0,0.013308,0.079848,0,0,0,0,0.01711,0.595057,0.001901,0.003802,0,0.009506,0,0,0.007605,0.001901,0.079848,0.001901,0,0.060837,0,0,0,0,0,0.003802,0,0.009506,0.013308,0,0,0,0,Romania
0.004057,0,0,0,0,0.004057,0.033469,0.03854,0,0,0.011156,0,0,0.141988,0,0.333671,0,0.015213,0.004057,0.027383,0.013185,0.056795,0.014199,0,0,0,0.003043,0.107505,0.002028,0,0,0,0.014199,0.160243,0,0,0,0.007099,0.008114,0,Romania
0.085106,0,0,0.017224,0,0.005066,0.009119,0.008105,0.006079,0,0.005066,0.00304,0.027356,0.225937,0,0.013171,0.057751,0,0,0.004053,0.027356,0.340426,0.004053,0,0,0,0.074975,0.015198,0.007092,0.030395,0,0,0,0,0.027356,0,0,0,0.006079,0,Romania
0.006364,0.003182,0.000796,0.003182,0.00716,0.017502,0.003182,0.003978,0.000796,0.000796,0.050915,0,0.129674,0.078759,0.010342,0.081146,0.090692,0.038982,0.004773,0.101034,0.023071,0.13922,0,0.000796,0.035004,0.024662,0.039777,0,0.002387,0.023071,0.003978,0,0.009547,0.004773,0.007955,0.009547,0.009547,0.019093,0.01432,0,Romania
0.010274,0,0,0.010274,0.018836,0.001712,0,0.032534,0.011986,0,0.001712,0,0,0.208904,0.474315,0.006849,0.006849,0,0.023973,0,0.003425,0,0,0.008562,0.011986,0,0.063356,0.018836,0,0.010274,0,0,0.063356,0.003425,0.005137,0,0,0,0.003425,0,Romania
0,0,0,0,0.030675,0.051534,0.011043,0.006135,0,0,0.217178,0,0.004908,0.062577,0,0.033129,0.111656,0.007362,0,0.029448,0.180368,0.006135,0.001227,0,0.04908,0.004908,0.038037,0.01227,0.011043,0.013497,0.042945,0,0.006135,0.02454,0.015951,0,0,0.007362,0.020859,0,Romania
0,0.280903,0.054344,0,0.009185,0.039801,0.000383,0.011864,0.024876,0.000383,0.053961,0.001531,0,0.053961,0.008419,0.045159,0.127822,0.011864,0.003062,0.0199,0.052047,0.000765,0.005741,0.04248,0,0.009568,0.014925,0.001148,0.03827,0.020666,0.021049,0,0.006889,0.00995,0.006123,0.007654,0.001914,0,0.013012,0.000383,Romania
0.003143,0.003143,0.005028,0.002828,0.02357,0.002828,0.001257,0,0.068825,0.001257,0.015085,0,0,0.392206,0.038341,0.003771,0.010685,0.01697,0.0066,0.001257,0.009428,0.027341,0.004714,0.160905,0.047769,0.0022,0.061282,0.002828,0.0022,0.021684,0.015713,0,0.037712,0.000629,0.003457,0.0044,0,0.000314,0.000629,0,Romania
0.006749,0.000794,0.007543,0.000397,0.000397,0,0.004764,0.000397,0.006352,0,0.321159,0,0,0.04605,0.049623,0.040095,0.092894,0.023819,0.024216,0.03295,0.024613,0.001985,0.005558,0.041683,0,0,0.003176,0.000397,0.06709,0.030568,0.0131,0,0.044065,0.080191,0.007146,0.009131,0,0.004764,0.008337,0,Romania
0.002321,0.249304,0,0.001857,0.076137,0.000929,0.000929,0,0.063603,0.001857,0.019034,0,0,0.033426,0.201021,0.078923,0.054782,0,0,0,0,0.012535,0,0.002321,0,0.001857,0.009285,0,0.001393,0.028319,0.004643,0.009285,0.016713,0.12117,0.002321,0,0,0.004178,0.001857,0,Romania
0.057765,0.091856,0,0,0.035038,0.000947,0.012311,0.058712,0.008523,0,0.004735,0.003788,0.008523,0.147727,0.19697,0.000947,0.006629,0.008523,0.035038,0.007576,0.026515,0.017045,0.012311,0.025568,0.000947,0.001894,0.019886,0,0.000947,0.011364,0.059659,0,0.082386,0,0.017045,0.026515,0.005682,0,0.006629,0,Romania
0,0.313996,0.020258,0,0.001535,0.094537,0.053714,0,0.002762,0.000307,0.230816,0,0.001535,0.001842,0.008287,0.022099,0.065378,0.019951,0.003376,0.030387,0.065071,0,0,0,0.002149,0.000307,0.003683,0.001228,0.012277,0,0,0,0.000307,0.003683,0.019644,0.006139,0.001535,0.012584,0.000614,0,Romania
0,0.131007,0.000572,0,0.020595,0,0.004005,0.009725,0.075515,0,0.206522,0,0.002288,0.049199,0.010297,0.051487,0.058352,0.005721,0.001144,0.044622,0.008581,0.114416,0.001144,0.120709,0,0,0.01087,0,0.016018,0.004005,0.021167,0,0.000572,0.001716,0.012586,0,0,0.010297,0.006865,0,Romania
0,0.664026,0.006336,0,0.006624,0.003024,0.043923,0.043347,0.015553,0,0.115495,0,0,0.001872,0.00144,0.00576,0.014833,0.004896,0.00216,0.007056,0.007056,0.001296,0.001584,0.010801,0,0.0036,0.000432,0.00216,0.006192,0.006192,0,0,0.004752,0.001872,0.003168,0.005184,0,0.003888,0.005472,0,Romania
0.006441,0,0.006441,0,0.000805,0,0.004831,0,0.007246,0.000805,0.041868,0,0.00161,0,0.000805,0,0.02818,0,0.322866,0.000805,0.002415,0.191626,0.005636,0.124799,0.027375,0,0.00161,0,0.015298,0.057166,0.028986,0,0.004831,0.083736,0,0.033011,0.000805,0,0,0,Romania
0.000892,0.690158,0,0,0.011002,0.069581,0.003568,0.01011,0.045495,0,0.012489,0,0,0.100208,0.012786,0.001189,0.007136,0,0.005352,0.002974,0.005055,0,0,0.000595,0,0,0,0.000297,0.002676,0.009813,0,0,0.002974,0,0.002676,0,0.002379,0,0.000595,0,Romania
0.003934,0,0,0.010492,0.008525,0.05377,0.059016,0,0.045246,0.001311,0.234754,0,0,0.032131,0.003934,0.036066,0.116066,0.005246,0,0.002623,0.000656,0.107541,0,0.014426,0.016393,0,0.081311,0.024918,0,0.02623,0.02623,0.000656,0.005902,0.045902,0.019672,0.007869,0.001311,0.002623,0.003934,0.001311,Romania
0,0.722085,0.031932,0.000206,0.00515,0.00103,0.004738,0,0.005562,0,0.052328,0.001854,0.000206,0.000412,0,0.022868,0.035229,0.003502,0.000618,0.008241,0.031932,0.001442,0.001854,0.008653,0.001236,0,0.008035,0.017511,0.008447,0.005974,0,0,0.000618,0,0.004326,0,0,0.003296,0.010713,0,Romania
0.002465,0,0,0,0,0,0,0.036352,0,0,0.226741,0.000616,0,0.057301,0.0191,0.089957,0.146026,0.007394,0,0.100431,0.179914,0,0.002465,0,0.000616,0,0.01602,0.009242,0.029575,0.001848,0.02711,0,0.00801,0,0.009242,0,0,0.020333,0.00801,0.001232,Romania
0.041262,0.004045,0.068231,0,0.001079,0.015912,0.201996,0.393474,0.001888,0.000539,0.029126,0,0,0.078209,0.011327,0.008091,0.013484,0.001888,0.002967,0.006203,0.014293,0.004045,0.001079,0.029935,0.004315,0,0.019417,0.001888,0.00027,0.003506,0.01726,0,0.0089,0.001348,0.007012,0,0.001888,0.002697,0.002427,0,Romania
0.58502,0.277328,0,0,0.004049,0.016194,0.002024,0,0.026316,0,0.044534,0,0,0,0,0.002024,0.006073,0.022267,0,0,0,0.008097,0,0,0,0,0.006073,0,0,0,0,0,0,0,0,0,0,0,0,0,Romania
0.003559,0,0.064057,0,0.011862,0.008304,0.059312,0,0.00949,0,0.4828,0,0.002372,0.001186,0.001186,0.027284,0.053381,0,0,0.040332,0.035587,0,0,0,0.007117,0,0.039146,0.062871,0.00949,0.001186,0,0,0,0.013049,0.010676,0,0,0.041518,0.014235,0,Romania
0.012638,0,0,0.440758,0.042654,0,0.033175,0,0.260664,0.004739,0.006319,0,0.042654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139021,0,0,0,0,0,0,0,0.017378,0,0,0,0,0,Romania
0.026936,0,0,0,0,0.053872,0.079686,0,0,0.005612,0.022447,0,0,0,0,0.037037,0.003367,0.008979,0,0.313131,0,0.031425,0,0.037037,0,0.059484,0.01908,0.003367,0.193042,0.020202,0,0,0.006734,0.002245,0.041526,0.015713,0,0.003367,0.011223,0.004489,Romania
0.000237,0.142316,0.001658,0,0.008998,0,0,0.000237,0.006157,0,0.288421,0,0,0.039545,0.002368,0.040493,0.056832,0.165996,0.000237,0.022022,0.006867,0.009709,0.002131,0.07175,0.00592,0.001658,0.007814,0.014445,0.002131,0.015865,0,0,0.016102,0,0.009709,0.003552,0.001421,0.010419,0.044992,0,Romania
0.004142,0.001381,0,0.007249,0.000345,0.001036,0.01864,0.00069,0.022437,0,0.527442,0,0,0.11184,0,0.036935,0.07456,0.004833,0,0.035554,0.021056,0.008284,0.000345,0.034173,0,0.004142,0.021747,0.000345,0.020711,0.021401,0.000345,0,0.00069,0,0.009665,0,0.002761,0,0.007249,0,Romania
0.00087,0.007833,0.008703,0.003481,0.115753,0.006092,0.009574,0.055701,0.065274,0.00087,0.063534,0,0.001741,0.02785,0.371628,0.02611,0.032202,0.033943,0.001741,0.017406,0.009574,0,0,0,0.001741,0.030461,0.003481,0,0.001741,0.051349,0.025239,0,0.013055,0.007833,0.005222,0,0,0,0,0,Romania
0,0.363658,0.001685,0.001685,0.074368,0,0.000963,0.001444,0.011793,0.000241,0.133815,0,0.000241,0.075331,0,0.012756,0.056799,0.000722,0.006258,0.031047,0.009386,0.052708,0,0.024789,0.001685,0.001444,0.048375,0.003851,0.013718,0.012034,0.0142,0.000241,0.030806,0,0.004332,0,0.004091,0,0.005054,0.000481,Romania
0.045307,0.006472,0,0,0.029126,0.006472,0,0,0.009709,0.061489,0.032362,0,0,0.200647,0,0.2589,0.048544,0,0.067961,0.016181,0.035599,0,0,0.003236,0,0.003236,0,0,0.061489,0,0.064725,0.003236,0.032362,0,0.012945,0,0,0,0,0,Romania
0.053262,0,0,0,0,0.870839,0,0,0,0.015979,0,0,0,0.033289,0,0,0,0,0,0.022636,0,0,0,0,0,0,0,0,0.003995,0,0,0,0,0,0,0,0,0,0,0,Romania
0,0,0,0,0.017754,0.00048,0.003359,0.011996,0.041267,0,0.182821,0,0.003839,0.070058,0,0.046065,0.164107,0.051823,0.001919,0.034549,0.020154,0.078215,0.008157,0.078215,0.002399,0.007678,0.049904,0.021593,0.028311,0.003359,0,0.00096,0.015835,0.011516,0.010077,0.004319,0.005278,0.015835,0.008157,0,Romania
0.075949,0,0.005842,0.010711,0.015579,0.03408,0,0.001947,0.035054,0,0.001947,0.005842,0,0.467381,0.038948,0.133398,0.010711,0.002921,0,0.002921,0.03408,0.002921,0.000974,0.006816,0,0.00779,0.012658,0,0,0.012658,0,0,0.039922,0,0.037975,0,0,0,0.000974,0,Romania
0,0.111471,0.046014,0,0.011017,0.005185,0.000648,0.117952,0.008425,0,0.077122,0,0.001296,0.079067,0.014258,0.014906,0.080363,0.005185,0.014906,0.018146,0.082955,0.045366,0.009721,0.0849,0.000648,0.001944,0.005833,0.003889,0.00324,0.04083,0.036941,0,0.025275,0.000648,0.009721,0.014906,0.005833,0.012314,0.009073,0,Romania
0.274296,0,0.0023,0,0.016101,0.001725,0.00115,0.014376,0.020127,0,0.007476,0,0.00115,0.00345,0.00115,0.010926,0.018401,0.004025,0,0.001725,0.010351,0.508913,0.002875,0.040253,0.004025,0.00115,0.0023,0,0,0.004025,0,0,0.024727,0,0.00575,0.0046,0.000575,0.004025,0.008051,0,Romania
0,0.020833,0.012387,0.059122,0.009572,0,0,0.056869,0.006757,0,0.00732,0,0,0.231419,0.052365,0.048423,0,0.032095,0.001126,0.015203,0.021396,0,0.012387,0.161599,0.00732,0,0,0.001689,0.006757,0,0.076014,0,0.063063,0.010135,0.036599,0.016329,0,0.029279,0.003941,0,Romania
0,0.727273,0,0,0,0,0.021142,0,0,0,0,0,0.213531,0,0,0,0,0.038055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romania
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Romania
0.070447,0,0.002291,0.339633,0.002291,0.000573,0.001718,0,0.002291,0.001145,0.020619,0,0,0.190149,0.07732,0,0,0,0.010309,0.015464,0.015464,0,0.012027,0.063574,0.014318,0,0.032646,0.002291,0.003436,0.026919,0,0,0.080756,0,0,0,0.0126,0.001718,0,0,Romania
0,0.875904,0,0,0,0,0,0,0.000944,0,0.001573,0,0,0.000157,0.002045,0.02202,0.045769,0,0,0.016515,0,0.016043,0.002831,0,0.000157,0,0.005348,0,0.001101,0.00346,0,0,0.000315,0,0.005819,0,0,0,0,0,Romania
0,0.16,0,0,0,0,0.007273,0,0,0,0,0,0,0.014545,0.014545,0.003636,0,0,0,0.036364,0,0,0,0,0.003636,0.381818,0.003636,0,0.265455,0,0,0,0,0,0,0.109091,0,0,0,0,Romania
0.006014,0.001203,0,0,0,0.090217,0,0.455894,0.004812,0,0.047314,0,0,0.09583,0,0.002406,0.01684,0,0.016038,0.010024,0.006415,0.031676,0.000802,0.042903,0.015237,0.002005,0.024459,0,0.002005,0.014034,0.053729,0,0.005213,0.007217,0.006014,0.000401,0.013633,0.025261,0.002406,0,Romania
