Otu9,Otu11,Otu34,Otu36,Otu39,Otu66,Otu72,Otu74,Otu91,Otu100,Otu134,Otu135,Otu139,Otu145,Otu149,Otu156,Otu188,Otu245,Otu246,Otu256,Otu257,Otu282,Otu292,Otu314,Otu316,Otu318,Otu354,Otu364,Otu370,Otu425,Otu436,Otu443,Otu468,Otu501,Otu513,Otu540,Otu596,Otu603,Otu702,Otu1029,class
0,0.87518,0,0.000722,0.000241,0,0.031025,0.016354,0.005051,0.000241,0.004089,0,0,0.000481,0.015152,0.003848,0,0.001684,0,0.000241,0.006253,0.001924,0,0.025253,0,0.005532,0,0,0.001443,0.000962,0,0,0.000481,0,0,0,0.001684,0,0.001684,0.000481,Greece
0,0,0.00818,0.001022,0,0.00818,0.196319,0.307771,0.00409,0,0.186094,0.003067,0,0,0.00818,0.02454,0.04499,0.001022,0,0.00409,0.0409,0.014315,0,0.047035,0,0.006135,0.01636,0.00409,0.026585,0.013292,0.003067,0,0,0.006135,0.006135,0.001022,0,0.01227,0.005112,0,Greece
0,0,0.008351,0,0,0.039666,0,0.371608,0.002088,0,0.160752,0.006263,0,0.012526,0.004175,0,0.012526,0.008351,0,0,0.192067,0.004175,0,0.012526,0.004175,0.075157,0,0,0.066806,0,0.018789,0,0,0,0,0,0,0,0,0,Greece
0.000695,0.000695,0,0,0,0.063978,0,0.000695,0,0,0.359527,0,0,0.013213,0.005563,0.091794,0.113352,0.01669,0.000695,0.155772,0.029207,0,0,0,0.000695,0,0.010431,0.002782,0.09249,0,0,0,0.001391,0.011127,0.010431,0,0.000695,0.018081,0,0,Greece
0.000195,0.557999,0.006228,0,0.001168,0.14636,0.011094,0.008953,0.011483,0,0.008369,0,0.00506,0.000195,0.006228,0.050214,0.05508,0,0,0.035228,0,0.000389,0.000195,0.043207,0,0,0.009342,0,0.00253,0.015181,0,0,0.003503,0.010705,0.00545,0,0,0.002725,0.002919,0,Greece
0.004297,0,0.000614,0.000614,0.000614,0.020872,0.00798,0.455494,0.001228,0.001228,0.13628,0,0.004911,0,0,0.046654,0.023941,0.008594,0,0.031308,0.022713,0.010436,0.003683,0,0,0,0.013505,0.024555,0.12523,0.029466,0,0,0.005525,0.003683,0.009822,0,0,0.001228,0.005525,0,Greece
0.0025,0.095,0,0.0025,0.0025,0,0,0.1875,0.0025,0,0.0025,0.0025,0,0.0775,0.215,0.0125,0.0025,0,0.01,0.0025,0.01,0,0.015,0.1175,0.025,0,0.0275,0.0025,0.0025,0.025,0.0975,0,0.02,0,0.0075,0.005,0.0175,0.01,0,0,Greece
0,0,0,0,0,0,0,0.987037,0,0,0.007407,0.005556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greece
0,0.016393,0,0,0,0.322404,0,0.065574,0,0.021858,0,0.10929,0,0,0,0,0.010929,0.010929,0,0,0.038251,0,0,0,0.218579,0,0.136612,0,0,0,0.027322,0,0.021858,0,0,0,0,0,0,0,Greece
0.44335,0,0,0.097291,0,0.001232,0,0.299261,0.006158,0,0.004926,0,0,0,0,0,0.003695,0.011084,0.008621,0,0.001232,0.105911,0,0.011084,0,0,0,0.001232,0,0,0,0,0,0,0.004926,0,0,0,0,0,Greece
0.004695,0,0,0.004695,0,0,0.104225,0.002817,0,0.001878,0.202817,0,0,0.030986,0,0.196244,0,0,0,0.038498,0.326761,0,0,0,0,0,0.031925,0,0.05446,0,0,0,0,0,0,0,0,0,0,0,Greece
0.075802,0,0.002915,0.008746,0.03207,0,0.005831,0.198251,0.078717,0.011662,0.259475,0.005831,0,0,0,0.011662,0.017493,0.008746,0,0,0.037901,0,0.017493,0,0.058309,0,0.026239,0.005831,0,0.002915,0.055394,0,0.046647,0,0.029155,0,0,0,0.002915,0,Greece
0.36262,0,0.013578,0,0,0,0,0.001597,0.011981,0,0.003195,0.000799,0,0.027157,0.025559,0.014377,0.00639,0.003195,0.228435,0.167732,0.002396,0.000799,0.001597,0.002396,0,0,0.000799,0.049521,0,0.00639,0,0,0.044728,0.00639,0.001597,0,0,0.007987,0.008786,0,Greece
0.000409,0.000818,0,0.000409,0.009816,0.007771,0,0.08589,0,0,0.541922,0.00409,0,0,0.000409,0.115746,0.074438,0,0,0.021268,0.030675,0.006953,0,0.020041,0,0,0.001636,0,0.034765,0,0,0,0,0.01227,0.006135,0,0,0.011043,0.013497,0,Greece
0,0,0,0.664901,0,0.006623,0,0,0,0,0,0.001325,0.263576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063576,0,0,0,0,0,0,0,0,Greece
0.103448,0,0,0,0,0,0,0.344828,0,0.068966,0,0.068966,0,0,0,0,0,0,0,0,0.034483,0,0,0,0,0,0.310345,0,0,0,0,0,0.034483,0,0,0,0,0,0.034483,0,Greece
0.026222,0,0,0,0,0,0,0.917759,0.001192,0.001192,0,0.002384,0,0,0.035757,0,0,0,0,0,0,0,0,0,0,0,0.008343,0,0,0,0,0,0,0,0.007151,0,0,0,0,0,Greece
0.003472,0.001736,0,0,0.012153,0.010417,0.675347,0.239583,0.017361,0,0.003472,0.008681,0.010417,0,0,0.003472,0,0.001736,0,0,0.001736,0,0,0.003472,0,0,0.006944,0,0,0,0,0,0,0,0,0,0,0,0,0,Greece
0.003247,0,0,0.006494,0.185065,0.003247,0,0,0.284091,0,0.00974,0.016234,0,0,0,0,0.025974,0,0,0.030844,0.042208,0.008117,0.006494,0.095779,0,0.038961,0.001623,0.008117,0.034091,0.025974,0,0,0.030844,0.12013,0,0,0.003247,0,0.019481,0,Greece
0.64557,0,0,0,0,0,0,0,0,0,0,0.006329,0,0,0,0,0,0,0,0,0,0,0,0,0.348101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Greece
0.001504,0,0.001504,0.025564,0.153383,0.246617,0.019549,0,0.160902,0,0,0,0,0.009023,0,0.01203,0.015038,0.057143,0.003008,0,0.01203,0.01203,0,0,0,0,0.111278,0,0.001504,0,0,0,0.049624,0.01203,0.025564,0.057143,0,0.013534,0,0,Greece
0.024184,0,0,0.015719,0.004837,0,0,0.060459,0,0,0.124547,0.001209,0,0,0.292624,0.018138,0.025393,0.047158,0,0.025393,0,0,0.012092,0,0,0,0,0,0.016929,0.163241,0,0,0,0,0.035067,0.053204,0,0.073761,0.006046,0,Greece
0.03304,0,0,0.001101,0.001101,0.146476,0.201542,0.285242,0.001101,0.007709,0.003304,0,0,0.005507,0.002203,0.073789,0.120044,0.034141,0,0.001101,0.004405,0.002203,0,0,0.015419,0,0.023128,0,0.001101,0,0,0,0.011013,0,0.012115,0,0,0.013216,0,0,Greece
0.021159,0.039558,0.015639,0.00092,0,0.0046,0.0092,0.217111,0.00184,0,0.092916,0,0.00184,0.201472,0.00368,0.110396,0.026679,0.020239,0.0092,0.028519,0.057958,0.01196,0,0,0.00552,0,0.013799,0.013799,0.01196,0,0,0,0.031279,0.01196,0.015639,0.00736,0,0,0.013799,0,Greece
0.068362,0.00159,0.00159,0.00318,0.017488,0.119237,0,0.020668,0.009539,0,0.022258,0.031797,0.00159,0.395866,0.025437,0.09062,0.084261,0.028617,0.006359,0.014308,0.006359,0,0,0,0,0,0,0,0,0.00159,0,0,0.036566,0,0.011129,0,0,0,0.00159,0,Greece
0.00554,0,0,0,0,0,0.379501,0,0,0,0.368421,0,0.229917,0,0,0,0,0,0,0,0,0.00277,0,0,0,0,0,0,0,0,0,0.00554,0,0,0,0,0,0,0.00831,0,Spain
0.009752,0,0,0.048012,0.04126,0.018005,0.092273,0,0.021755,0,0.486872,0,0.002251,0,0,0.044261,0,0.016504,0,0.069767,0,0.100525,0,0.013503,0,0,0,0,0,0.0015,0,0,0,0,0,0,0.019505,0.009752,0.004501,0,Spain
0,0,0,0,0,0,0.555556,0,0,0,0,0,0.185185,0,0,0,0.074074,0,0,0,0,0,0,0,0,0,0.037037,0,0.148148,0,0,0,0,0,0,0,0,0,0,0,Spain
0.002122,0.091231,0.005658,0,0.001414,0.01768,0.338048,0,0,0,0.018388,0.005658,0.036775,0.148515,0.044554,0.012023,0.021924,0.006365,0.004243,0.023338,0.021924,0.000707,0.001414,0.041726,0.002829,0.01768,0.006365,0,0.000707,0.015559,0.026874,0,0.012023,0.003536,0.007779,0.009901,0.011315,0.034653,0.007072,0,Spain
0.014156,0.026795,0.026795,0,0.056117,0.19363,0.0091,0,0.124874,0,0.005561,0,0,0.00455,0.142568,0.07179,0.044995,0.007078,0.012133,0.006067,0.005561,0.008089,0.009606,0.065723,0,0.000506,0.006067,0.010617,0.007583,0.023761,0.013145,0,0.039939,0.001011,0.017695,0.006572,0.013145,0.001517,0.018706,0.00455,Spain
0.020129,0,0,0.07649,0,0,0,0,0.00161,0.000805,0.092593,0,0,0.487118,0.000805,0.167472,0,0.037842,0,0.02496,0,0.033816,0,0,0,0,0,0,0.000805,0,0,0.018519,0.020129,0.008052,0,0,0.007246,0,0,0.00161,Spain
0.003165,0.009494,0.001582,0.004747,0,0.050633,0.037975,0.001582,0,0,0.006329,0.007911,0.004747,0.398734,0.003165,0.045886,0.012658,0.003165,0,0.001582,0.003165,0,0,0.196203,0,0.06962,0.009494,0.001582,0,0.007911,0.060127,0,0.026899,0,0.006329,0.001582,0,0.023734,0,0,Spain
0.004128,0,0,0.000917,0.006881,0.013303,0,0.655505,0,0.000917,0.048165,0,0.008716,0.07156,0,0.040826,0.03211,0.011468,0,0.015138,0,0.025688,0,0,0,0,0.000459,0.015596,0,0,0.024312,0.009633,0,0,0.004128,0.009174,0,0,0.001376,0,Spain
0.017083,0,0.000657,0.008541,0.038765,0,0,0.00657,0.039422,0.001314,0.130749,0,0.000657,0,0,0.249671,0.45138,0.002628,0,0.005256,0,0,0,0,0.016426,0,0.004599,0.003285,0,0,0,0.000657,0,0.021682,0,0,0,0,0,0.000657,Spain
0.000823,0.002468,0.017688,0.001645,0.066228,0,0.001234,0,0.064994,0,0.002057,0,0.033731,0.24928,0.30687,0.00617,0.031674,0.000411,0,0.001234,0.056767,0.002879,0.011107,0.03661,0,0,0,0.000411,0.005759,0.011929,0,0,0.031263,0.001645,0.013163,0.006582,0.002879,0.02427,0.008227,0,Spain
0.010025,0,0.02005,0.055764,0.001253,0,0.046992,0,0,0,0.020677,0,0.00188,0.158521,0.079574,0.143484,0.044486,0.06015,0,0.077068,0.026316,0,0.041353,0.00188,0,0,0.031328,0.011905,0.065163,0.035088,0.023183,0,0.006892,0,0.004386,0,0.001253,0.013784,0.017544,0,Spain
0.001706,0.139505,0,0.000427,0.071672,0.000427,0,0.153157,0.085324,0,0.03157,0,0.00128,0.005119,0.130119,0.09215,0.054181,0.038396,0.00128,0.038823,0.00384,0.015358,0.020478,0.022184,0,0.000853,0.005119,0.001706,0.008959,0.00384,0,0,0.021331,0.017918,0.000427,0,0.023038,0.005973,0.003413,0.000427,Spain
0.001599,0,0.019185,0.000799,0.003197,0.039968,0.02558,0,0.000799,0,0.144684,0,0,0.080735,0.000799,0.253397,0.071942,0.011191,0.003997,0.019185,0.080735,0.011191,0.020783,0.071143,0,0,0.006395,0.008793,0.005596,0.03757,0,0,0.023981,0,0.02558,0.000799,0.003997,0.007194,0.019185,0,Spain
0.001477,0,0,0.000739,0.001477,0,0.096012,0.052437,0.012555,0.000739,0.197932,0.000739,0,0.019202,0,0.057607,0.085672,0.00517,0,0.098966,0.055391,0.050222,0.000739,0,0,0,0.024372,0,0.031758,0,0,0,0.01034,0.025111,0.035451,0,0,0.088626,0.047267,0,Spain
0,0,0,0,0.000287,0.038153,0.152897,0.000574,0,0,0.413941,0.001434,0.012048,0.013196,0.008606,0.037005,0.114745,0.007745,0,0.046472,0.051635,0.026965,0,0,0,0,0.005737,0.004016,0.007172,0.004303,0,0,0.000574,0,0.011188,0,0,0.022662,0.018646,0,Spain
0.031489,0,0,0.134468,0,0,0,0,0.024681,0.001702,0.003404,0.003404,0,0,0,0,0.002553,0,0.600851,0,0,0,0,0,0.025532,0,0.108085,0,0,0,0,0,0.054468,0,0,0,0,0.009362,0,0,Spain
0.000635,0,0.004442,0.000635,0,0.200508,0.156726,0.018401,0,0.001269,0.018401,0.001269,0.003807,0,0.045051,0,0.140228,0.014594,0.006345,0.028553,0.085025,0.05203,0,0.097716,0.007614,0,0.01269,0.008249,0,0.020305,0.001269,0,0.001904,0,0.045051,0,0.000635,0.02665,0,0,Spain
0.008946,0.000639,0.01278,0,0,0,0.005112,0,0.000639,0,0.009585,0.001917,0.027476,0.001278,0,0.001278,0.019808,0.001917,0,0.090096,0.31246,0.171885,0,0.000639,0,0,0.178914,0,0.030032,0.108626,0,0,0,0.002556,0.013419,0,0,0,0,0,Spain
0.000425,0,0,0,0.014037,0.000851,0.149724,0.122501,0.000425,0,0.023394,0.004254,0.00553,0.244151,0.022544,0.003828,0.087197,0.015313,0.008932,0.015738,0.230966,0.001701,0.002127,0,0,0,0.001276,0,0.002977,0.007656,0,0,0.011484,0.001276,0.018715,0,0.001276,0.000851,0.000851,0,Spain
0.037768,0.002575,0,0,0,0,0,0,0.380258,0,0,0,0,0.000858,0.095279,0,0,0.118455,0.00515,0,0.266094,0.012876,0,0,0,0.018884,0.00515,0.033476,0,0.008584,0,0,0.001717,0,0,0,0,0.012876,0,0,Spain
0.003209,0.000642,0,0,0.143774,0.004493,0.001284,0.000642,0.092426,0,0.000642,0.003209,0,0.308087,0,0.030809,0.039153,0.004493,0.028241,0,0,0,0.005135,0.248395,0,0,0.007702,0,0.001926,0,0,0,0.050706,0.002567,0,0.012837,0.009628,0,0,0,Spain
0.002845,0,0,0,0,0.00569,0,0.954481,0.001422,0,0.001422,0,0,0.025605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004267,0.002845,0,0,0,0.001422,0,0,Spain
0,0,0,0,0.040675,0.595238,0.168651,0.135913,0,0,0,0.003968,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0,0,0,0,0.174776,0.059539,0.007682,0.00064,0.046735,0.002561,0.18822,0.023047,0.023688,0,0.00128,0.113316,0.158771,0,0,0.021127,0,0.06402,0.003841,0,0,0,0,0,0.009603,0.005762,0,0,0,0.012164,0.008963,0.024968,0,0,0.049296,0,Spain
0.004172,0,0,0,0,0.265647,0,0.358832,0.004172,0,0.004172,0.002782,0,0.005563,0,0.044506,0.072323,0,0,0.026426,0.097357,0,0.008345,0.043115,0.015299,0,0,0,0.01669,0,0,0,0.015299,0,0.015299,0,0,0,0,0,Spain
0.001185,0,0.00237,0,0.049763,0.001185,0.035545,0,0,0,0.026066,0.003555,0.037915,0.209716,0,0.058057,0,0,0,0.11019,0.00237,0.00237,0.024882,0.272512,0,0,0.005924,0,0.022512,0.040284,0,0,0.004739,0,0.00237,0.047393,0.016588,0.020142,0,0.00237,Spain
0.000378,0.382231,0.007183,0,0,0,0.172401,0.189792,0,0,0.002268,0,0,0.041588,0.012476,0,0.012854,0.003781,0.004915,0.022306,0.038941,0.000378,0.005293,0.039698,0.000756,0,0,0.00189,0,0.00983,0,0,0.000378,0.008318,0.010208,0.004159,0.007183,0.010964,0.00983,0,Spain
0.00076,0,0.079848,0.003042,0,0.004563,0.161217,0.044106,0.012928,0,0.195437,0.005323,0,0,0,0,0.371103,0,0,0.043346,0,0,0,0,0,0,0.019011,0,0,0,0,0,0,0,0,0.026616,0,0,0.0327,0,Spain
0,0.005814,0.008721,0.011628,0.005814,0.037791,0.005814,0,0.046512,0,0.005814,0,0,0.293605,0.113372,0,0.087209,0.02907,0.002907,0.023256,0.02907,0,0,0.145349,0,0,0.031977,0.011628,0.008721,0,0,0,0.014535,0.034884,0.043605,0,0,0,0.002907,0,Spain
0,0,0.017188,0,0.04375,0.234375,0.0375,0.2375,0.034375,0,0.032812,0.001563,0.001563,0.039062,0.003125,0.014062,0.075,0.004688,0,0.020312,0.057813,0,0,0.004688,0,0.078125,0.0125,0.00625,0.003125,0.015625,0,0,0.010937,0,0.00625,0,0,0.001563,0.003125,0.003125,Spain
0.0772,0,0.0003,0.051968,0.051066,0.216582,0.001202,0.000901,0.000901,0,0.152298,0.0003,0.002403,0.159207,0.026434,0.034245,0.043256,0.012016,0,0,0.033944,0.001802,0,0.014118,0.031241,0,0.010514,0.006008,0.001802,0,0.032743,0,0.020427,0.00751,0.007209,0,0,0.001802,0.0003,0.0003,Spain
0.143167,0,0,0.002169,0,0,0.735358,0,0,0,0.004338,0.004338,0,0,0,0.008677,0,0,0,0,0.049892,0,0,0,0,0,0.052061,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0,0,0,0,0,0.007246,0.003106,0,0,0,0.024845,0.008282,0.725673,0,0,0,0.158385,0,0,0,0,0,0,0,0,0.062112,0,0,0,0,0,0,0,0.010352,0,0,0,0,0,0,Spain
0.315362,0,0,0.168882,0.005416,0,0.000246,0,0.047514,0,0.019449,0.002216,0,0.417774,0.000246,0.000246,0,0,0,0,0.007878,0,0,0,0,0,0.014771,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.058824,0,0,0,0,0.215686,0,0,0,0.098039,0.058824,0.196078,0.352941,0,0,0,0,0,0,0,0.019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.000456,0,0.007748,0.004558,0,0.000456,0,0.06381,0,0,0,0.000456,0,0.353236,0.196445,0.053783,0,0.268915,0,0.010939,0,0,0,0.004102,0,0,0.005925,0,0.001367,0.026436,0,0,0,0,0.000912,0,0,0,0,0.000456,Spain
0,0.002747,0,0,0,0.071429,0,0.009615,0,0,0.082418,0.001374,0,0,0,0.093407,0.103022,0,0,0.075549,0.093407,0,0,0,0,0,0,0,0.438187,0,0,0.001374,0,0,0.027473,0,0,0,0,0,Spain
0.003608,0,0.000902,0.000451,0.024808,0.138475,0.002255,0,0.110059,0,0.153811,0,0,0,0,0.058187,0.101489,0.052774,0,0.081642,0.130807,0.040595,0,0,0,0,0.062246,0.005864,0.022553,0,0,0,0,0,0,0,0,0,0.009021,0.000451,Spain
0.002608,0.039113,0,0,0.001956,0.028031,0.040417,0.046284,0,0,0.089961,0.001304,0.000652,0.187744,0.100391,0.089309,0.028683,0.003911,0.000652,0.065189,0.031291,0.001304,0.003259,0.037158,0.012386,0.001956,0.046936,0,0.011734,0.022164,0.038462,0,0.018905,0,0.007823,0.018253,0.001956,0.01043,0.009778,0,Spain
0,0,0,0,0.008274,0,0.22695,0.029551,0.031915,0,0.15721,0.003546,0.050827,0,0,0,0,0,0,0.039007,0,0.44208,0,0,0,0,0,0,0.010638,0,0,0,0,0,0,0,0,0,0,0,Spain
0.004132,0,0.028335,0.001771,0,0,0.001771,0,0,0.001181,0.012397,0.001181,0.004132,0.108028,0,0.100945,0.076741,0.003542,0,0.001771,0.009445,0.048406,0.019481,0.255018,0.002361,0,0.100945,0.011806,0.006494,0.052538,0.045455,0,0.049587,0,0,0.020071,0.001771,0.011806,0.0183,0.00059,Spain
0.017189,0.002022,0,0.008089,0.066734,0.058645,0.003033,0.007078,0.0182,0,0.212336,0,0.029323,0,0.113246,0,0.17088,0.037412,0,0.028311,0.044489,0.006067,0.002022,0,0,0,0.07179,0,0.007078,0.015167,0.031345,0,0.004044,0.015167,0.012133,0,0.004044,0,0.014156,0,Spain
0.00107,0.053119,0.000357,0,0.001783,0.211052,0.507308,0.003565,0.004278,0.001426,0.009626,0,0,0.048841,0.013191,0.010339,0.01533,0.004278,0.000357,0.000357,0.002139,0.000713,0.000357,0.047059,0,0,0.006417,0.000357,0,0.0082,0.007843,0,0.009269,0.000713,0.009982,0.005348,0.006774,0.006774,0.001783,0,Spain
0.075304,0,0.000405,0.0417,0,0.00081,0.019838,0,0,0.000405,0.004049,0.00081,0.003239,0.100405,0.461134,0.002024,0.033198,0.00081,0.008502,0.000405,0.021457,0.027935,0.003239,0.020243,0,0.006478,0.066397,0,0,0.015789,0.041296,0,0.021053,0,0.002429,0.002834,0.006478,0.010931,0.000405,0,Spain
0,0.708559,0.008608,0,0,0.001476,0.001476,0,0.003197,0,0.117068,0,0.013527,0.0091,0.000984,0.019921,0.02484,0.006149,0.005411,0.004181,0.028037,0.005165,0.007132,0.00664,0.000246,0,0.00664,0,0.000738,0.003935,0,0,0.00123,0.00664,0.002213,0.002213,0,0.000738,0.003935,0,Spain
0.045016,0,0,0.440514,0,0.025723,0.009646,0,0,0.009646,0,0,0.006431,0,0,0.006431,0.009646,0.022508,0,0,0,0.012862,0,0,0,0,0.395498,0,0.009646,0,0,0,0.006431,0,0,0,0,0,0,0,Spain
0.010582,0,0,0.047619,0,0,0.772487,0.113757,0.002646,0.010582,0,0.005291,0,0.015873,0,0,0,0,0,0,0,0,0,0,0,0,0.007937,0,0,0,0.013228,0,0,0,0,0,0,0,0,0,Spain
0.137571,0,0,0.085389,0,0,0.003795,0,0,0,0.389943,0.019924,0,0,0,0,0,0,0,0,0,0.041746,0,0,0,0,0.066414,0,0,0,0,0.004744,0.152751,0,0.097723,0,0,0,0,0,Spain
0,0.108434,0,0,0.006024,0,0,0,0.012048,0,0,0.078313,0,0.283133,0.108434,0.066265,0.006024,0,0.012048,0,0,0,0.024096,0,0,0,0.054217,0,0,0.012048,0,0,0.078313,0,0.066265,0.03012,0,0.054217,0,0,Spain
0.053628,0,0.018927,0.444795,0,0.025237,0,0,0,0,0.015773,0.012618,0,0,0,0.078864,0.07571,0.012618,0,0,0.088328,0,0,0.012618,0,0,0,0,0,0.069401,0,0.006309,0,0.041009,0.025237,0,0,0.003155,0,0.015773,Spain
0,0,0,0.007299,0,0.017032,0,0,0,0,0.372263,0,0.004866,0,0.019465,0,0.065693,0.017032,0,0.116788,0,0,0,0,0.026764,0,0.189781,0,0.03163,0.017032,0,0,0.002433,0,0,0.097324,0.007299,0,0.007299,0,Spain
0.057535,0,0,0,0.031552,0.646622,0.004454,0,0.001856,0.002227,0.000371,0.000371,0.000371,0,0,0.126206,0,0,0,0,0.011136,0.064217,0.003712,0,0.005568,0,0.040089,0.001114,0,0,0,0,0,0,0,0,0,0,0,0.002598,Spain
0,0,0,0,0,0,0,0.954597,0,0,0.00454,0.034052,0.00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.000862,0,0.006468,0.00345,0.028461,0.066839,0.054765,0.012937,0.027167,0,0.025011,0,0,0.227253,0.118586,0.039241,0.012505,0.010349,0.012505,0,0.006468,0,0.006468,0.046141,0.02113,0,0.016818,0.000862,0.008624,0.020267,0.011643,0,0.063821,0.102199,0.015524,0.020267,0.003019,0.003881,0.006468,0,Spain
0,0,0,0,0.04014,0.013962,0.015707,0,0.038394,0,0.015707,0.001745,0,0.062827,0.595113,0,0,0.017452,0,0.00349,0,0.008726,0,0.013962,0,0,0.029668,0.04014,0,0.04014,0,0,0.013962,0.022688,0,0.012216,0.013962,0,0,0,Spain
0,0,0.023658,0,0.016734,0.108482,0.023081,0.113676,0.042123,0.000577,0.294864,0,0.024812,0,0,0.028275,0.108482,0,0,0.025389,0.034622,0.087132,0.000577,0.002308,0,0,0.002308,0.024812,0.007501,0.004039,0,0.001154,0,0.002308,0.005193,0.012695,0,0.002885,0.002308,0,Spain
0,0,0,0,0,0.076923,0,0,0,0,0,0.576923,0.038462,0.153846,0,0.076923,0,0,0,0,0,0.038462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038462,0,0,0,Spain
0.006112,0.004584,0,0.009167,0.025974,0.010695,0.004584,0.096257,0.006112,0.006875,0.000764,0,0.001528,0.183346,0.223071,0.012987,0.004584,0.117647,0.026738,0,0.048128,0,0,0.089381,0.00382,0,0.016043,0,0.001528,0.032086,0.02903,0,0.016807,0.004584,0.002292,0.005348,0.006112,0,0.00382,0,Spain
0.286674,0,0.00112,0.010078,0,0.135498,0.003359,0.156775,0.011198,0,0.016797,0,0,0.004479,0,0.042553,0.013438,0.136618,0.015677,0,0.007839,0,0,0.003359,0,0.00224,0.079507,0,0.005599,0,0,0,0.041433,0,0.023516,0,0,0,0.00224,0,Spain
0.03673,0,0,0.005924,0.008294,0.011848,0,0.143365,0.011848,0,0.101896,0.00237,0,0.21564,0,0.045024,0.063981,0,0,0.009479,0.118483,0.010664,0,0,0,0,0.043839,0,0.127962,0.001185,0,0,0,0.033175,0.007109,0,0,0,0,0.001185,Spain
0.725702,0.00216,0,0.200864,0,0,0,0.006479,0.00432,0.006479,0,0,0,0,0.006479,0,0,0,0,0,0,0,0,0,0,0,0.006479,0,0,0.00432,0,0,0.025918,0,0,0,0,0.010799,0,0,Spain
0,0.497252,0,0,0,0.00296,0.008879,0.002114,0,0,0.004651,0.000846,0.000423,0,0,0.020296,0.101903,0.000423,0,0.045666,0.004228,0.010571,0,0,0.005074,0.058351,0.088795,0,0.147569,0,0,0,0,0,0,0,0,0,0,0,Spain
0.019295,0,0,0.002661,0.104458,0,0,0.030605,0.134398,0.002661,0.017299,0,0,0,0,0.160346,0.343313,0.005323,0,0.010645,0,0,0,0,0,0.041251,0.017964,0,0.083832,0.003327,0.007319,0.003992,0,0.009315,0,0,0,0,0.001996,0,Spain
0.083333,0,0,0.019608,0.019608,0.006536,0.04085,0.504902,0.089869,0.001634,0.001634,0,0,0.029412,0,0.009804,0.04085,0.006536,0.009804,0.003268,0.021242,0,0,0.00817,0,0,0.026144,0.021242,0.003268,0.001634,0.02451,0,0.017974,0,0,0.003268,0,0.001634,0.003268,0,Spain
0,0,0,0,0,0.125,0.375,0,0,0,0,0,0.4375,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
0.003177,0.001271,0,0.000635,0.000635,0.095299,0.007624,0.554003,0,0,0.00953,0.008259,0.002541,0.000635,0.001271,0.007624,0.010165,0.000635,0.005083,0.010165,0.041931,0.005718,0.001271,0.132783,0.02033,0,0.019695,0.001271,0.013977,0.004447,0.012071,0,0.006353,0,0.004447,0,0.012071,0.003812,0.001271,0,Spain
0.123288,0,0,0,0,0,0.013699,0,0,0,0.047945,0.082192,0.006849,0.020548,0,0.034247,0.075342,0.027397,0,0,0.020548,0.205479,0,0,0,0.246575,0.075342,0,0.006849,0.013699,0,0,0,0,0,0,0,0,0,0,Spain
0.016467,0,0,0.002994,0.001497,0,0.005988,0.005988,0.001497,0,0.008982,0.002994,0.002994,0.133234,0,0.17515,0.016467,0.037425,0,0.028443,0.065868,0.035928,0.034431,0.124251,0,0,0.02994,0.013473,0.034431,0.007485,0.052395,0,0.086826,0,0.001497,0,0,0.050898,0.022455,0,Spain
0.008615,0,0.003589,0.000718,0,0.086863,0.027997,0.004307,0,0,0.024408,0.015793,0.005743,0.282843,0.262742,0.030869,0.007897,0.005025,0,0.002872,0.032304,0.000718,0.007179,0.042355,0.005743,0,0.020818,0.001436,0.009332,0.007897,0,0,0.069634,0.006461,0.006461,0,0.001436,0.017229,0,0.000718,Spain
0.006024,0,0,0,0.018072,0,0,0.463855,0,0,0.036145,0,0,0.024096,0,0.006024,0.10241,0.156627,0,0.006024,0.042169,0,0.078313,0.006024,0,0,0.018072,0,0.006024,0.012048,0,0,0.018072,0,0,0,0,0,0,0,Spain
0.016,0,0,0,0.024,0,0.002667,0.2,0.005333,0,0.002667,0.008,0.002667,0.461333,0,0.058667,0,0.021333,0,0,0,0,0.010667,0,0,0,0.16,0.008,0,0.008,0,0,0,0,0,0,0,0.008,0,0.002667,Spain
0.025641,0,0,0,0,0.153846,0.051282,0,0,0,0,0.153846,0.128205,0,0.025641,0.435897,0,0,0,0,0,0,0,0,0,0,0.025641,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
